Time(s),CH1V,CH2V
-6.000000e-04,4.594667e-01,1.982933e+00
-5.988000e-04,4.114667e-01,2.008800e+00
-5.976000e-04,4.072000e-01,1.978667e+00
-5.964000e-04,3.592000e-01,1.974133e+00
-5.952000e-04,3.768000e-01,1.978667e+00
-5.940000e-04,3.114667e-01,1.991467e+00
-5.928000e-04,3.114667e-01,1.965600e+00
-5.916000e-04,2.808000e-01,1.978667e+00
-5.904000e-04,3.069333e-01,1.969867e+00
-5.892000e-04,2.546667e-01,1.995733e+00
-5.880000e-04,2.677333e-01,1.957067e+00
-5.868000e-04,2.285333e-01,1.978667e+00
-5.856000e-04,2.546667e-01,1.948267e+00
-5.844000e-04,2.328000e-01,1.978667e+00
-5.832000e-04,2.373333e-01,1.974133e+00
-5.820000e-04,2.112000e-01,1.982933e+00
-5.808000e-04,2.589333e-01,1.965600e+00
-5.796000e-04,2.154667e-01,1.969867e+00
-5.784000e-04,2.328000e-01,1.987200e+00
-5.772000e-04,2.242667e-01,1.969867e+00
-5.760000e-04,2.328000e-01,1.978667e+00
-5.748000e-04,2.328000e-01,1.995733e+00
-5.736000e-04,2.677333e-01,1.969867e+00
-5.724000e-04,2.416000e-01,2.000267e+00
-5.712000e-04,3.114667e-01,1.978667e+00
-5.700000e-04,2.720000e-01,2.013067e+00
-5.688000e-04,3.157333e-01,1.987200e+00
-5.676000e-04,3.200000e-01,2.008800e+00
-5.664000e-04,3.637334e-01,2.021867e+00
-5.652000e-04,3.506667e-01,2.021867e+00
-5.640000e-04,3.853333e-01,2.021867e+00
-5.628000e-04,3.722667e-01,2.030400e+00
-5.616000e-04,4.333333e-01,2.021867e+00
-5.604000e-04,4.378667e-01,2.034667e+00
-5.592000e-04,5.162666e-01,2.034667e+00
-5.580000e-04,5.117334e-01,2.073600e+00
-5.568000e-04,5.904000e-01,2.060533e+00
-5.556000e-04,5.773333e-01,2.073600e+00
-5.544000e-04,6.338667e-01,2.073600e+00
-5.532000e-04,6.688000e-01,2.116800e+00
-5.520000e-04,7.168000e-01,2.099467e+00
-5.508000e-04,7.080000e-01,2.129867e+00
-5.496000e-04,7.821333e-01,2.095200e+00
-5.484000e-04,7.952000e-01,2.116800e+00
-5.472000e-04,8.736000e-01,2.125333e+00
-5.460000e-04,8.954667e-01,2.168533e+00
-5.448000e-04,9.562667e-01,2.160000e+00
-5.436000e-04,9.781333e-01,2.168533e+00
-5.424000e-04,1.048000e+00,2.181600e+00
-5.412000e-04,1.108800e+00,2.185867e+00
-5.400000e-04,1.148267e+00,2.198933e+00
-5.388000e-04,1.178667e+00,2.224800e+00
