Time(s),CH1V,CH2V
-3.050000e-04,6.730667e-01,1.572267e+00
-3.043900e-04,6.474667e-01,1.586133e+00
-3.037800e-04,5.978667e-01,1.592800e+00
-3.031700e-04,5.738667e-01,1.593867e+00
-3.025600e-04,5.488000e-01,1.600533e+00
-3.019500e-04,5.032000e-01,1.598133e+00
-3.013400e-04,4.746667e-01,1.614933e+00
-3.007300e-04,4.344000e-01,1.611467e+00
-3.001200e-04,4.138667e-01,1.611200e+00
-2.995100e-04,3.786667e-01,1.612533e+00
-2.989000e-04,3.784000e-01,1.637067e+00
-2.982900e-04,3.424000e-01,1.637333e+00
-2.976800e-04,3.146667e-01,1.649067e+00
-2.970700e-04,3.016000e-01,1.651467e+00
-2.964600e-04,2.728000e-01,1.658133e+00
-2.958500e-04,2.653333e-01,1.663200e+00
-2.952400e-04,2.373333e-01,1.671733e+00
-2.946300e-04,2.370667e-01,1.700000e+00
-2.940200e-04,2.213333e-01,1.707467e+00
-2.934100e-04,2.178667e-01,1.722400e+00
-2.928000e-04,2.034667e-01,1.723733e+00
-2.921900e-04,1.978667e-01,1.746400e+00
-2.915800e-04,2.008000e-01,1.741333e+00
-2.909700e-04,1.914667e-01,1.777333e+00
-2.903600e-04,1.957333e-01,1.786133e+00
-2.897500e-04,2.050667e-01,1.796800e+00
-2.891400e-04,1.909333e-01,1.810133e+00
-2.885300e-04,1.906667e-01,1.823733e+00
-2.879200e-04,1.936000e-01,1.856533e+00
-2.873100e-04,2.130667e-01,1.886400e+00
-2.867000e-04,2.237333e-01,1.897067e+00
-2.860900e-04,2.381333e-01,1.909067e+00
-2.854800e-04,2.546667e-01,1.944000e+00
-2.848700e-04,2.626667e-01,1.942933e+00
-2.842600e-04,2.760000e-01,1.953067e+00
-2.836500e-04,2.885333e-01,1.984800e+00
-2.830400e-04,3.210667e-01,2.001333e+00
-2.824300e-04,3.384000e-01,2.043467e+00
-2.818200e-04,3.789333e-01,2.052000e+00
-2.812100e-04,3.922667e-01,2.072267e+00
-2.806000e-04,4.138667e-01,2.097333e+00
-2.799900e-04,4.522667e-01,2.115200e+00
-2.793800e-04,4.872000e-01,2.156800e+00
-2.787700e-04,5.120000e-01,2.180267e+00
-2.781600e-04,5.533333e-01,2.196800e+00
-2.775500e-04,5.858667e-01,2.213067e+00
-2.769400e-04,6.141334e-01,2.243200e+00
-2.763300e-04,6.416000e-01,2.257600e+00
-2.757200e-04,6.688000e-01,2.289600e+00
-2.751100e-04,7.405334e-01,2.298400e+00
-2.745000e-04,7.645333e-01,2.335467e+00
-2.738900e-04,8.184000e-01,2.349600e+00
-2.732800e-04,8.693333e-01,2.390133e+00
-2.726700e-04,9.133334e-01,2.430667e+00
-2.720600e-04,9.618667e-01,2.432800e+00
-2.714500e-04,1.004533e+00,2.451200e+00
-2.708400e-04,1.043467e+00,2.479733e+00
-2.702300e-04,1.111733e+00,2.504267e+00
-2.696200e-04,1.164000e+00,2.532800e+00
-2.690100e-04,1.212800e+00,2.561333e+00
-2.684000e-04,1.266933e+00,2.586667e+00
-2.677900e-04,1.308000e+00,2.619200e+00
-2.671800e-04,1.358400e+00,2.626667e+00
-2.665700e-04,1.436533e+00,2.658667e+00
-2.659600e-04,1.496800e+00,2.682933e+00
-2.653500e-04,1.550933e+00,2.702933e+00
-2.647400e-04,1.622667e+00,2.736800e+00
-2.641300e-04,1.666133e+00,2.736533e+00
-2.635200e-04,1.728800e+00,2.774667e+00
-2.629100e-04,1.798133e+00,2.796533e+00
-2.623000e-04,1.853067e+00,2.835200e+00
-2.616900e-04,1.915733e+00,2.861333e+00
-2.610800e-04,1.974133e+00,2.868533e+00
-2.604700e-04,2.021867e+00,2.891200e+00
-2.598600e-04,2.081333e+00,2.916267e+00
-2.592500e-04,2.171733e+00,2.941333e+00
-2.586400e-04,2.228000e+00,2.965867e+00
-2.580300e-04,2.294133e+00,2.985067e+00
-2.574200e-04,2.360800e+00,3.008533e+00
-2.568100e-04,2.417333e+00,3.017867e+00
-2.562000e-04,2.481867e+00,3.045867e+00
-2.555900e-04,2.557867e+00,3.070933e+00
-2.549800e-04,2.586933e+00,3.091733e+00
-2.543700e-04,2.674400e+00,3.093867e+00
-2.537600e-04,2.740000e+00,3.121333e+00
-2.531500e-04,2.784800e+00,3.149333e+00
-2.525400e-04,2.878400e+00,3.154933e+00
-2.519300e-04,2.930933e+00,3.153600e+00
-2.513200e-04,2.996000e+00,3.190400e+00
-2.507100e-04,3.058133e+00,3.208267e+00
-2.501000e-04,3.122400e+00,3.219200e+00
-2.494900e-04,3.165867e+00,3.232267e+00
-2.488800e-04,3.235733e+00,3.254133e+00
-2.482700e-04,3.306667e+00,3.266667e+00
-2.476600e-04,3.372533e+00,3.270400e+00
-2.470500e-04,3.432800e+00,3.287733e+00
-2.464400e-04,3.484267e+00,3.287733e+00
-2.458300e-04,3.533067e+00,3.310133e+00
-2.452200e-04,3.594400e+00,3.318667e+00
-2.446100e-04,3.651200e+00,3.325867e+00
-2.440000e-04,3.702133e+00,3.339733e+00
-2.433900e-04,3.751733e+00,3.361067e+00
-2.427800e-04,3.801867e+00,3.336800e+00
-2.421700e-04,3.859200e+00,3.355467e+00
-2.415600e-04,3.909067e+00,3.367733e+00
-2.409500e-04,3.963467e+00,3.371200e+00
-2.403400e-04,4.011467e+00,3.374133e+00
-2.397300e-04,4.062667e+00,3.366667e+00
-2.391200e-04,4.098667e+00,3.379467e+00
-2.385100e-04,4.153600e+00,3.369333e+00
-2.379000e-04,4.192000e+00,3.380533e+00
-2.372900e-04,4.238667e+00,3.385333e+00
-2.366800e-04,4.264266e+00,3.387200e+00
-2.360700e-04,4.307200e+00,3.398400e+00
-2.354600e-04,4.356534e+00,3.392533e+00
-2.348500e-04,4.396533e+00,3.397333e+00
-2.342400e-04,4.408267e+00,3.394667e+00
-2.336300e-04,4.465067e+00,3.386667e+00
-2.330200e-04,4.487733e+00,3.389867e+00
-2.324100e-04,4.512533e+00,3.372533e+00
-2.318000e-04,4.530133e+00,3.372000e+00
-2.311900e-04,4.582400e+00,3.361600e+00
-2.305800e-04,4.593867e+00,3.357333e+00
-2.299700e-04,4.609867e+00,3.348800e+00
-2.293600e-04,4.648000e+00,3.352533e+00
-2.287500e-04,4.662400e+00,3.333333e+00
-2.281400e-04,4.677867e+00,3.320267e+00
-2.275300e-04,4.699467e+00,3.325333e+00
-2.269200e-04,4.717600e+00,3.305067e+00
-2.263100e-04,4.746400e+00,3.325333e+00
-2.257000e-04,4.762400e+00,3.283467e+00
-2.250900e-04,4.750134e+00,3.279200e+00
-2.244800e-04,4.756800e+00,3.256533e+00
-2.238700e-04,4.756800e+00,3.237333e+00
-2.232600e-04,4.772533e+00,3.228267e+00
-2.226500e-04,4.778400e+00,3.222667e+00
-2.220400e-04,4.774400e+00,3.209867e+00
-2.214300e-04,4.763467e+00,3.198667e+00
-2.208200e-04,4.765600e+00,3.163467e+00
-2.202100e-04,4.766133e+00,3.158933e+00
-2.196000e-04,4.746933e+00,3.140800e+00
-2.189900e-04,4.751467e+00,3.111200e+00
-2.183800e-04,4.748800e+00,3.101867e+00
-2.177700e-04,4.729867e+00,3.082933e+00
-2.171600e-04,4.721867e+00,3.076000e+00
-2.165500e-04,4.697600e+00,3.040267e+00
-2.159400e-04,4.695200e+00,3.021067e+00
-2.153300e-04,4.666400e+00,3.008533e+00
-2.147200e-04,4.661067e+00,2.998133e+00
-2.141100e-04,4.625067e+00,2.979733e+00
-2.135000e-04,4.606400e+00,2.944800e+00
-2.128900e-04,4.588533e+00,2.917600e+00
-2.122800e-04,4.556267e+00,2.903200e+00
-2.116700e-04,4.506400e+00,2.864267e+00
-2.110600e-04,4.493600e+00,2.843200e+00
-2.104500e-04,4.473867e+00,2.826667e+00
-2.098400e-04,4.416800e+00,2.809333e+00
-2.092300e-04,4.401333e+00,2.784800e+00
-2.086200e-04,4.361333e+00,2.761600e+00
-2.080100e-04,4.308800e+00,2.735733e+00
-2.074000e-04,4.286133e+00,2.704533e+00
-2.067900e-04,4.250933e+00,2.693067e+00
-2.061800e-04,4.198400e+00,2.658400e+00
-2.055700e-04,4.162667e+00,2.625333e+00
-2.049600e-04,4.118400e+00,2.593067e+00
-2.043500e-04,4.076267e+00,2.604533e+00
-2.037400e-04,4.032800e+00,2.556533e+00
-2.031300e-04,3.975467e+00,2.538667e+00
-2.025200e-04,3.933067e+00,2.510133e+00
-2.019100e-04,3.874133e+00,2.491200e+00
-2.013000e-04,3.831733e+00,2.452267e+00
