Time(s),CH1V,CH2V
-1.200000e-03,4.114667e-01,2.090933e+00
-1.197600e-03,3.898667e-01,2.073600e+00
-1.195200e-03,3.637334e-01,2.069333e+00
-1.192800e-03,3.461334e-01,2.030400e+00
-1.190400e-03,3.245333e-01,2.017333e+00
-1.188000e-03,3.114667e-01,2.000267e+00
-1.185600e-03,2.896000e-01,1.987200e+00
-1.183200e-03,2.589333e-01,1.965600e+00
-1.180800e-03,2.546667e-01,1.926667e+00
-1.178400e-03,2.328000e-01,1.918133e+00
-1.176000e-03,2.285333e-01,1.892000e+00
-1.173600e-03,2.242667e-01,1.883467e+00
-1.171200e-03,1.981333e-01,1.892000e+00
-1.168800e-03,2.024000e-01,1.866133e+00
-1.166400e-03,2.024000e-01,1.844533e+00
-1.164000e-03,2.112000e-01,1.836000e+00
-1.161600e-03,2.024000e-01,1.836000e+00
-1.159200e-03,2.024000e-01,1.818667e+00
-1.156800e-03,2.066667e-01,1.814400e+00
-1.154400e-03,1.720000e-01,1.792800e+00
-1.152000e-03,2.154667e-01,1.788533e+00
-1.149600e-03,2.373333e-01,1.775467e+00
-1.147200e-03,2.197333e-01,1.749600e+00
-1.144800e-03,2.458667e-01,1.740800e+00
-1.142400e-03,2.285333e-01,1.723733e+00
-1.140000e-03,2.546667e-01,1.710667e+00
-1.137600e-03,2.853333e-01,1.740800e+00
-1.135200e-03,2.938667e-01,1.693333e+00
-1.132800e-03,3.069333e-01,1.714933e+00
-1.130400e-03,3.592000e-01,1.697600e+00
-1.128000e-03,3.592000e-01,1.702133e+00
-1.125600e-03,4.029333e-01,1.702133e+00
-1.123200e-03,4.114667e-01,1.697600e+00
-1.120800e-03,4.464000e-01,1.702133e+00
-1.118400e-03,4.640000e-01,1.697600e+00
-1.116000e-03,4.986667e-01,1.680533e+00
-1.113600e-03,5.378667e-01,1.689067e+00
-1.111200e-03,5.816000e-01,1.684800e+00
-1.108800e-03,6.077334e-01,1.689067e+00
