"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.876539749E0,9.816227108E-2,9.725247383E0,-3.651157767E-2,9.725811308E0
3.881507457E0,9.337386489E-2,9.739612579E0,-2.693476900E-2,9.740097400E0
3.886475165E0,9.816227108E-2,9.734824181E0,-1.256955881E-2,9.735327198E0
3.891442874E0,8.858546615E-2,9.749189377E0,1.137245819E-2,9.749598465E0
3.896410582E0,7.900865376E-2,9.753977776E0,4.010287672E-2,9.754380198E0
3.901378290E0,7.422025502E-2,9.777919769E0,5.925649032E-2,9.778381001E0
3.906345999E0,7.422025502E-2,9.792284966E0,8.319851011E-2,9.792919661E0
3.911313707E0,7.422025502E-2,9.806650162E0,1.071405262E-1,9.807516257E0
3.916281415E0,6.464344263E-2,9.830592155E0,1.262941360E-1,9.831615895E0
3.921249124E0,5.985504389E-2,9.873687744E0,1.358709484E-1,9.874803958E0
3.926216832E0,5.506663769E-2,9.883264542E0,1.693897694E-1,9.884869409E0
3.931184540E0,5.027823523E-2,9.921571732E0,1.885433793E-1,9.923490421E0
3.936152249E0,4.070143029E-2,9.959878922E0,2.029085904E-1,9.962028741E0
3.941119957E0,3.591302410E-2,9.983820915E0,2.172738016E-1,9.986249432E0
3.946087665E0,3.591302410E-2,1.001255131E1,2.364274114E-1,1.001540670E1
3.951055374E0,3.112462163E-2,1.003649330E1,2.699462473E-1,1.004017119E1
3.956023082E0,1.675941236E-2,1.006522369E1,2.747346461E-1,1.006898644E1
3.960990790E0,7.182605099E-3,1.008437729E1,2.890998423E-1,1.008852296E1
3.965958499E0,2.394201700E-3,1.011310768E1,2.843114436E-1,1.011710362E1
3.970926207E0,2.394201700E-3,1.012268448E1,2.986766696E-1,1.012709013E1
3.975893915E0,-2.154781483E-2,1.014662647E1,2.938882709E-1,1.015090456E1
3.980861624E0,-4.548983276E-2,1.014183807E1,2.843114436E-1,1.014592440E1
3.985829332E0,-5.985504389E-2,1.016578007E1,2.747346461E-1,1.016966795E1
3.990797040E0,-7.900865376E-2,1.018493366E1,2.747346461E-1,1.018894475E1
3.995764749E0,-9.337386489E-2,1.019451046E1,2.412158251E-1,1.019779129E1
4.000732457E0,-1.268926859E-1,1.020887566E1,2.124854028E-1,1.021187514E1
4.005700165E0,-1.556231081E-1,1.022802925E1,1.837549806E-1,1.023086344E1
4.010667874E0,-1.795651317E-1,1.024239445E1,1.598129570E-1,1.024521487E1
4.015635582E0,-1.987187415E-1,1.025675964E1,1.262941360E-1,1.025946186E1
4.020603290E0,-2.274491638E-1,1.027591324E1,8.798690885E-2,1.027880673E1
4.025570999E0,-2.513911724E-1,1.029027843E1,6.883329898E-2,1.029357886E1
4.030538707E0,-2.753331959E-1,1.031422138E1,2.094926499E-2,1.031791694E1
4.035506415E0,-2.705447972E-1,1.032379818E1,-1.735796221E-2,1.032735710E1
4.040474124E0,-2.896983922E-1,1.035252857E1,-5.566519126E-2,1.035673074E1
4.045441832E0,-3.040636182E-1,1.037168217E1,-7.003039867E-2,1.037637460E1
4.050409540E0,-3.136404157E-1,1.037647057E1,-1.083376259E-1,1.038177484E1
4.055377249E0,-3.040636182E-1,1.038604736E1,-1.418564469E-1,1.039146562E1
4.060344957E0,-3.088520169E-1,1.039562416E1,-1.466448605E-1,1.040124492E1
4.065312665E0,-2.992752194E-1,1.039562416E1,-1.801636815E-1,1.040149154E1
4.070280374E0,-2.944868207E-1,1.040520096E1,-1.945288926E-1,1.041118490E1
4.075248082E0,-2.801215947E-1,1.040041256E1,-2.041056901E-1,1.040618608E1
4.080215790E0,-2.657563984E-1,1.040041256E1,-2.136825025E-1,1.040600154E1
4.085183499E0,-2.561795712E-1,1.040041256E1,-2.136825025E-1,1.040576137E1
4.090151207E0,-2.418143749E-1,1.039083576E1,-2.136825025E-1,1.039584543E1
4.095118915E0,-2.322375625E-1,1.040520096E1,-2.136825025E-1,1.040998566E1
4.100086624E0,-1.747767180E-1,1.043393135E1,-2.088941038E-1,1.043748567E1
4.105054332E0,-1.747767180E-1,1.041956615E1,-2.088941038E-1,1.042312537E1
4.110022040E0,-1.939303428E-1,1.037168217E1,-1.657984704E-1,1.037481995E1
4.114989749E0,-1.843535304E-1,1.034295177E1,-1.657984704E-1,1.034592320E1
4.119957457E0,-1.699883193E-1,1.031422138E1,-1.657984704E-1,1.031695439E1
4.124925165E0,-1.843535304E-1,1.028549004E1,-1.562216580E-1,1.028832818E1
4.129892874E0,-1.987187415E-1,1.029506683E1,-1.610100716E-1,1.029824327E1
4.134860582E0,-1.843535304E-1,1.034774017E1,-1.657984704E-1,1.035071022E1
4.139828290E0,-1.556231081E-1,1.043871975E1,-1.801636815E-1,1.044143417E1
4.144795999E0,-1.173158810E-1,1.053448772E1,-2.088941038E-1,1.053721175E1
4.149763707E0,-9.816227108E-2,1.058237171E1,-2.041056901E-1,1.058479504E1
4.154731415E0,-9.816227108E-2,1.061589050E1,-1.897404790E-1,1.061803976E1
4.159699124E0,-1.221042871E-1,1.056321812E1,-1.322796494E-1,1.056475198E1
4.164666832E0,-1.316810995E-1,1.053927612E1,-7.481880486E-2,1.054036427E1
4.169634540E0,-1.460463107E-1,1.052012253E1,-1.131260321E-1,1.052174439E1
4.174602249E0,-1.699883193E-1,1.047223854E1,-9.397241473E-2,1.047403966E1
4.179569957E0,-1.747767180E-1,1.043393135E1,-7.481880486E-2,1.043566328E1
4.184537665E0,-1.891419291E-1,1.040041256E1,-7.003039867E-2,1.040236802E1
4.189505374E0,-2.035071403E-1,1.038604736E1,-6.524199992E-2,1.038824583E1
4.194473082E0,-2.178723514E-1,1.037168217E1,-6.524199992E-2,1.037417543E1
4.199440790E0,-2.178723514E-1,1.036210537E1,-7.960720360E-2,1.036470132E1
4.204408499E0,-2.178723514E-1,1.037168217E1,-1.131260321E-1,1.037458707E1
4.209376207E0,-2.274491638E-1,1.038604736E1,-1.322796494E-1,1.038937971E1
4.214343915E0,-2.322375625E-1,1.037168217E1,-1.514332592E-1,1.037538709E1
4.219311624E0,-2.274491638E-1,1.038125896E1,-1.610100716E-1,1.038499856E1
4.224279332E0,-2.322375625E-1,1.036689377E1,-1.945288926E-1,1.037131921E1
4.229247040E0,-2.274491638E-1,1.038604736E1,-2.136825025E-1,1.039073497E1
4.234214749E0,-2.226607651E-1,1.037647057E1,-2.328361124E-1,1.038147060E1
4.239182457E0,-2.130839527E-1,1.038604736E1,-2.519897223E-1,1.039128882E1
4.244150165E0,-2.130839527E-1,1.038125896E1,-2.519897223E-1,1.038650284E1
4.249117874E0,-2.035071403E-1,1.037647057E1,-2.663549483E-1,1.038188333E1
4.254085582E0,-1.939303428E-1,1.036210537E1,-2.567781210E-1,1.036710045E1
4.259053290E0,-1.843535304E-1,1.034295177E1,-2.472013235E-1,1.034754783E1
4.264020999E0,-1.699883193E-1,1.032858658E1,-2.376245260E-1,1.033271804E1
4.268988707E0,-1.508347094E-1,1.029027843E1,-2.376245260E-1,1.029412681E1
4.273956415E0,-1.460463107E-1,1.027591324E1,-2.184709013E-1,1.027927293E1
4.278924124E0,-1.460463107E-1,1.025197124E1,-1.993172914E-1,1.025494863E1
4.283891832E0,-1.173158810E-1,1.022802925E1,-1.849520802E-1,1.023037402E1
4.288859540E0,-1.077390760E-1,1.019451046E1,-1.562216580E-1,1.019627660E1
4.293827249E0,-8.858546615E-2,1.017535686E1,-1.370680481E-1,1.017666558E1
4.298794957E0,-9.337386489E-2,1.016578007E1,-8.918401599E-2,1.016660006E1
4.303762665E0,-7.900865376E-2,1.013226128E1,-7.960720360E-2,1.013288203E1
4.308730374E0,-5.985504389E-2,1.013226128E1,-6.524199992E-2,1.013264811E1
4.313698082E0,-5.027823523E-2,1.011789608E1,-4.129998013E-2,1.011810529E1
4.318665790E0,-4.070143029E-2,1.010353088E1,-5.087678507E-2,1.010374096E1
4.323633499E0,-3.112462163E-2,1.010831928E1,-3.172317147E-2,1.010841698E1
4.328601207E0,-7.182605099E-3,1.009395409E1,-2.693476900E-2,1.009399258E1
4.333568915E0,2.394201700E-3,1.009874249E1,-1.256955881E-2,1.009875059E1
4.338536624E0,7.182605099E-3,1.007480049E1,-1.735796221E-2,1.007481800E1
4.343504332E0,2.633621916E-2,1.007001209E1,-2.992752008E-3,1.007004698E1
4.348472040E0,3.591302410E-2,1.006043530E1,-7.781155407E-3,1.006050240E1
4.353439749E0,5.506663769E-2,1.006043530E1,-1.735796221E-2,1.006060097E1
4.358407457E0,7.900865376E-2,1.005085850E1,-2.693476900E-2,1.005120512E1
4.363375165E0,8.858546615E-2,1.003649330E1,-3.172317147E-2,1.003693437E1
4.368342874E0,1.077390760E-1,1.001733971E1,-4.129998013E-2,1.001800420E1
4.373310582E0,1.268926859E-1,9.988609314E0,-4.129998013E-2,9.989500662E0
4.378278290E0,1.460463107E-1,9.969455719E0,-5.566519126E-2,9.970680793E0
4.383245999E0,1.556231081E-1,9.940725327E0,-6.045359373E-2,9.942127197E0
4.388213707E0,1.699883193E-1,9.902418137E0,-6.045359373E-2,9.904061572E0
4.393181415E0,1.795651317E-1,9.873687744E0,-5.087678507E-2,9.875451471E0
4.398149124E0,1.939303428E-1,9.849745750E0,-4.608838260E-2,9.851762506E0
4.403116832E0,2.130839527E-1,9.806650162E0,-4.608838260E-2,9.809073162E0
4.408084540E0,2.130839527E-1,9.777919769E0,-4.608838260E-2,9.780349888E0
4.413052249E0,2.274491638E-1,9.753977776E0,-2.693476900E-2,9.756666493E0
4.418019957E0,2.370259613E-1,9.734824181E0,-1.735796221E-2,9.737724808E0
4.422987665E0,2.466027737E-1,9.715670586E0,-7.781155407E-3,9.718802828E0
4.427955374E0,2.657563984E-1,9.706093788E0,1.795651275E-3,9.709731526E0
4.432923082E0,2.705447972E-1,9.706093788E0,1.137245819E-2,9.709870259E0
4.437890790E0,2.609679997E-1,9.691728592E0,2.573766746E-2,9.695275645E0
4.442858499E0,2.657563984E-1,9.677363396E0,3.531447425E-2,9.681076173E0
4.447826207E0,2.657563984E-1,9.662998199E0,4.967968538E-2,9.666779647E0
4.452793915E0,2.801215947E-1,9.667786598E0,7.362170517E-2,9.672124171E0
4.457761624E0,2.753331959E-1,9.667786598E0,8.798690885E-2,9.672106687E0
4.462729332E0,2.896983922E-1,9.686940193E0,9.277531505E-2,9.691715159E0
4.467697040E0,2.896983922E-1,9.677363396E0,1.071405262E-1,9.682291389E0
4.472664749E0,2.753331959E-1,9.672574997E0,1.167173311E-1,9.677196824E0
4.477632457E0,2.896983922E-1,9.682151794E0,1.358709484E-1,9.687437713E0
4.482600165E0,2.944868207E-1,9.710882187E0,1.454477459E-1,9.716435065E0
4.487567874E0,2.801215947E-1,9.725247383E0,9.756372124E-2,9.729769959E0
4.492535582E0,2.753331959E-1,9.610325813E0,1.646013707E-1,9.615678043E0
4.497503290E0,2.657563984E-1,9.639056206E0,1.215057373E-1,9.643484570E0
4.502470999E0,2.753331959E-1,9.624691010E0,1.262941360E-1,9.629456662E0
4.507438707E0,2.753331959E-1,9.586383820E0,1.310825497E-1,9.591232754E0
4.512406415E0,2.657563984E-1,9.610325813E0,1.358709484E-1,9.614959678E0
4.517374124E0,2.466027737E-1,9.610325813E0,1.215057373E-1,9.614257060E0
4.522341832E0,2.226607651E-1,9.562441826E0,1.454477459E-1,9.566139584E0
4.527309540E0,2.274491638E-1,9.557653427E0,1.358709484E-1,9.561324860E0
4.532277249E0,2.370259613E-1,9.576807022E0,1.119289324E-1,9.580393631E0
4.537244957E0,2.513911724E-1,9.557653427E0,1.071405262E-1,9.561559269E0
4.542212665E0,2.849099934E-1,9.562441826E0,1.023521200E-1,9.567232794E0
4.547180374E0,2.944868207E-1,9.552865028E0,1.167173311E-1,9.558115697E0
4.552148082E0,3.136404157E-1,9.528923035E0,1.215057373E-1,9.534857532E0
4.557115790E0,3.136404157E-1,9.509769440E0,1.358709484E-1,9.515910152E0
4.562083499E0,3.184288144E-1,9.500192642E0,1.262941360E-1,9.506366675E0
4.567051207E0,3.088520169E-1,9.481039047E0,1.358709484E-1,9.487041262E0
4.572018915E0,3.040636182E-1,9.476250648E0,1.310825497E-1,9.482033731E0
4.576986624E0,3.040636182E-1,9.476250648E0,1.310825497E-1,9.482033731E0
4.581954332E0,2.896983922E-1,9.485827446E0,1.310825497E-1,9.491155363E0
4.586922040E0,2.705447972E-1,9.461885452E0,1.406593472E-1,9.466797550E0
4.591889749E0,2.609679997E-1,9.471462250E0,1.454477459E-1,9.476173093E0
4.596857457E0,2.561795712E-1,9.471462250E0,1.454477459E-1,9.476042432E0
4.601825165E0,2.370259613E-1,9.476250648E0,1.406593472E-1,9.480258051E0
4.606792874E0,2.226607651E-1,9.466673851E0,1.310825497E-1,9.470199272E0
4.611760582E0,2.130839527E-1,9.476250648E0,1.406593472E-1,9.479689667E0
4.616728290E0,2.130839527E-1,9.504981041E0,1.454477459E-1,9.508481709E0
4.621695999E0,2.035071403E-1,9.509769440E0,1.406593472E-1,9.512986650E0
4.626663707E0,2.082955539E-1,9.519346237E0,1.310825497E-1,9.522527105E0
4.631631415E0,2.082955539E-1,9.519346237E0,1.310825497E-1,9.522527105E0
4.636599124E0,2.226607651E-1,9.548076630E0,1.358709484E-1,9.551638920E0
4.641566832E0,2.178723514E-1,9.557653427E0,1.215057373E-1,9.560908484E0
4.646534540E0,2.418143749E-1,9.567230225E0,1.310825497E-1,9.571183365E0
4.651502249E0,2.513911724E-1,9.576807022E0,1.023521200E-1,9.580652703E0
4.656469957E0,2.657563984E-1,9.562441826E0,1.119289324E-1,9.566788815E0
4.661437665E0,2.801215947E-1,9.567230225E0,1.167173311E-1,9.572041852E0
4.666405374E0,2.992752194E-1,9.552865028E0,1.262941360E-1,9.558386167E0
4.671373082E0,3.136404157E-1,9.543288231E0,1.310825497E-1,9.549340459E0
4.676340790E0,3.280056417E-1,9.543288231E0,1.358709484E-1,9.549889993E0
4.681308499E0,3.423708379E-1,9.528923035E0,1.310825497E-1,9.535972663E0
4.686276207E0,3.519476354E-1,9.519346237E0,1.358709484E-1,9.526819030E0
4.691243915E0,3.615244627E-1,9.490615845E0,1.358709484E-1,9.498470928E0
4.696211624E0,3.711012602E-1,9.481039047E0,1.598129570E-1,9.489644764E0
4.701179332E0,3.854664862E-1,9.485827446E0,1.741781682E-1,9.495253803E0
4.706147040E0,3.998316824E-1,9.476250648E0,1.981201917E-1,9.486750937E0
4.711114749E0,4.094084799E-1,9.471462250E0,2.076970041E-1,9.482581426E0
4.716082457E0,4.189853072E-1,9.471462250E0,2.076970041E-1,9.482999730E0
4.721050165E0,4.237737060E-1,9.471462250E0,2.124854028E-1,9.483318583E0
4.726017874E0,4.333505034E-1,9.495404243E0,2.316390127E-1,9.508109751E0
4.730985582E0,4.237737060E-1,9.509769440E0,2.412158251E-1,9.522262548E0
4.735953290E0,4.237737060E-1,9.519346237E0,2.603694201E-1,9.532330731E0
4.740920999E0,4.285621047E-1,9.528923035E0,2.699462473E-1,9.542374477E0
4.745888707E0,4.189853072E-1,9.548076630E0,2.699462473E-1,9.561076665E0
4.750856415E0,4.189853072E-1,9.572018623E0,2.890998423E-1,9.585544738E0
4.755824124E0,4.189853072E-1,9.595960617E0,2.843114436E-1,9.609310165E0
4.760791832E0,4.141969085E-1,9.615114212E0,3.034650683E-1,9.628814643E0
4.765759540E0,4.189853072E-1,9.619902611E0,3.130418658E-1,9.634109722E0
4.770727249E0,4.046200812E-1,9.648633003E0,3.130418658E-1,9.662185646E0
4.775694957E0,4.094084799E-1,9.667786598E0,3.274070919E-1,9.681988867E0
4.780662665E0,4.094084799E-1,9.682151794E0,3.321954906E-1,9.696495889E0
4.785630374E0,3.998316824E-1,9.715670586E0,3.178302646E-1,9.729087130E0
4.790598082E0,3.998316824E-1,9.720458984E0,3.178302646E-1,9.733868929E0
4.795565790E0,3.854664862E-1,9.749189377E0,2.986766696E-1,9.761377242E0
4.800533499E0,3.902548850E-1,9.753977776E0,2.938882709E-1,9.766204567E0
4.805501207E0,3.998316824E-1,9.763554573E0,2.843114436E-1,9.775873172E0
4.810468915E0,4.046200812E-1,9.763554573E0,2.747346461E-1,9.775796358E0
4.815436624E0,4.141969085E-1,9.758766174E0,2.603694201E-1,9.771021879E0
4.820404332E0,4.141969085E-1,9.753977776E0,2.507926226E-1,9.765988863E0
4.825372040E0,4.141969085E-1,9.768342972E0,2.412158251E-1,9.780095530E0
4.830339749E0,4.285621047E-1,9.753977776E0,2.364274114E-1,9.766250347E0
4.835307457E0,4.189853072E-1,9.768342972E0,2.124854028E-1,9.779633078E0
4.840275165E0,4.237737060E-1,9.753977776E0,1.981201917E-1,9.765189103E0
4.845242874E0,4.237737060E-1,9.768342972E0,1.789665818E-1,9.779168554E0
4.850210582E0,4.285621047E-1,9.753977776E0,1.789665818E-1,9.765028262E0
4.855178290E0,4.333505034E-1,9.787496567E0,1.598129570E-1,9.798388739E0
4.860145999E0,4.285621047E-1,9.801861763E0,1.550245583E-1,9.812450872E0
4.865113707E0,4.285621047E-1,9.821015358E0,1.406593472E-1,9.831367819E0
4.870081415E0,4.381389022E-1,9.840168953E0,1.358709484E-1,9.850855376E0
4.875049124E0,4.285621047E-1,9.864110947E0,1.310825497E-1,9.874286449E0
4.880016832E0,4.285621047E-1,9.888052940E0,1.071405262E-1,9.897915716E0
4.884984540E0,4.237737060E-1,9.911994934E0,1.119289324E-1,9.921681098E0
4.889952249E0,4.094084799E-1,9.926360130E0,9.756372124E-2,9.935278528E0
4.894919957E0,4.046200812E-1,9.955090523E0,9.277531505E-2,9.963741867E0
4.899887665E0,3.854664862E-1,9.964667320E0,8.319851011E-2,9.972467157E0
4.904855374E0,3.711012602E-1,9.974244118E0,7.841010392E-2,9.981453301E0
4.909823082E0,3.519476354E-1,9.998186111E0,8.319851011E-2,1.000472462E1
4.914790790E0,3.471592367E-1,1.000297451E1,6.883329898E-2,1.000923357E1
4.919758499E0,3.232172430E-1,1.002212811E1,6.404489279E-2,1.002754321E1
4.924726207E0,3.136404157E-1,1.004128170E1,7.362170517E-2,1.004644856E1
4.929693915E0,2.896983922E-1,1.004607010E1,6.883329898E-2,1.005048196E1
4.934661624E0,2.896983922E-1,1.007001209E1,7.362170517E-2,1.007444732E1
4.939629332E0,2.753331959E-1,1.007480049E1,6.883329898E-2,1.007879712E1
4.944597040E0,2.801215947E-1,1.008916569E1,6.883329898E-2,1.009328838E1
4.949564749E0,2.657563984E-1,1.010353088E1,7.362170517E-2,1.010729355E1
4.954532457E0,2.657563984E-1,1.011789608E1,7.362170517E-2,1.012165341E1
4.959500165E0,2.561795712E-1,1.013226128E1,7.362170517E-2,1.013576671E1
4.964467874E0,2.657563984E-1,1.014662647E1,7.362170517E-2,1.015037317E1
4.969435582E0,2.657563984E-1,1.015141487E1,8.798690885E-2,1.015527410E1
4.974403290E0,2.705447972E-1,1.016578007E1,7.841010392E-2,1.016968176E1
4.979370999E0,2.705447972E-1,1.018014526E1,8.319851011E-2,1.018407944E1
4.984338707E0,2.801215947E-1,1.018014526E1,9.756372124E-2,1.018446584E1
4.989306415E0,2.801215947E-1,1.018972206E1,9.277531505E-2,1.019399387E1
4.994274124E0,2.801215947E-1,1.018972206E1,9.277531505E-2,1.019399387E1
4.999241832E0,2.944868207E-1,1.020408726E1,1.023521200E-1,1.020884887E1
5.004209540E0,3.327940404E-1,1.025675964E1,8.319851011E-2,1.026249445E1
5.009177249E0,3.184288144E-1,1.026154804E1,9.756372124E-2,1.026695105E1
5.014144957E0,3.088520169E-1,1.022802925E1,1.119289324E-1,1.023330348E1
5.019112665E0,2.896983922E-1,1.018493366E1,1.262941360E-1,1.018983558E1
5.024080374E0,2.849099934E-1,1.016099167E1,1.262941360E-1,1.016576980E1
5.029048082E0,2.849099934E-1,1.014183807E1,1.454477459E-1,1.014688170E1
5.034015790E0,2.705447972E-1,1.012268448E1,1.502361596E-1,1.012741361E1
5.038983551E0,2.753331959E-1,1.010353088E1,1.406593472E-1,1.010826047E1
5.043951311E0,2.753331959E-1,1.013226128E1,1.550245583E-1,1.013718696E1
5.048919072E0,2.944868207E-1,1.015620327E1,1.741781682E-1,1.016196464E1
5.053886832E0,3.136404157E-1,1.021366405E1,1.598129570E-1,1.021972817E1
5.058854592E0,3.232172430E-1,1.026633644E1,1.550245583E-1,1.027259295E1
5.063822353E0,3.280056417E-1,1.030464458E1,1.454477459E-1,1.031088952E1
5.068790113E0,3.280056417E-1,1.034774017E1,1.406593472E-1,1.035389296E1
5.073757874E0,3.519476354E-1,1.038125896E1,1.358709484E-1,1.038811175E1
5.078725634E0,3.711012602E-1,1.040520096E1,1.406593472E-1,1.041276660E1
5.083693394E0,3.567360640E-1,1.038604736E1,1.646013707E-1,1.039347555E1
5.088661155E0,3.423708379E-1,1.037647057E1,1.837549806E-1,1.038374331E1
5.093628915E0,3.280056417E-1,1.034774017E1,1.693897694E-1,1.035432312E1
5.098596676E0,3.184288144E-1,1.030943298E1,1.646013707E-1,1.031566280E1
5.103564436E0,3.136404157E-1,1.029506683E1,1.598129570E-1,1.030108303E1
5.108532197E0,3.040636182E-1,1.026154804E1,1.646013707E-1,1.026737145E1
5.113499957E0,2.801215947E-1,1.023760605E1,1.502361596E-1,1.024253956E1
5.118467717E0,2.418143749E-1,1.019451046E1,1.885433793E-1,1.019912086E1
5.123435478E0,2.418143749E-1,1.017535686E1,1.837549806E-1,1.017988838E1
5.128403238E0,2.609679997E-1,1.018972206E1,1.454477459E-1,1.019410099E1
5.133370999E0,2.753331959E-1,1.021366405E1,1.646013707E-1,1.021870028E1
5.138338759E0,2.849099934E-1,1.023760605E1,1.262941360E-1,1.024234844E1
5.143306519E0,2.609679997E-1,1.022324085E1,9.756372124E-2,1.022703655E1
5.148274280E0,2.513911724E-1,1.024718285E1,8.319851011E-2,1.025060368E1
5.153242040E0,2.513911724E-1,1.024718285E1,7.841010392E-2,1.025056593E1
5.158209801E0,2.418143749E-1,1.023281765E1,1.358709484E-1,1.023657619E1
5.163177561E0,2.178723514E-1,1.023281765E1,1.119289324E-1,1.023574880E1
5.168145322E0,2.322375625E-1,1.025675964E1,1.167173311E-1,1.026005242E1
5.173113030E0,2.418143749E-1,1.029985619E1,9.756372124E-2,1.030315633E1
5.178080738E0,2.849099934E-1,1.036689377E1,2.573766746E-2,1.037084001E1
5.183048447E0,3.040636182E-1,1.040041256E1,-3.172317147E-2,1.040490473E1
5.188016155E0,2.992752194E-1,1.038125896E1,-1.735796221E-2,1.038558639E1
5.192983863E0,2.657563984E-1,1.032379818E1,-2.214636654E-2,1.032724193E1
5.197951572E0,2.322375625E-1,1.027112484E1,-1.735796221E-2,1.027376470E1
5.202919280E0,1.987187415E-1,1.019451046E1,-7.781155407E-3,1.019645003E1
5.207886988E0,1.843535304E-1,1.014662647E1,-2.693476900E-2,1.014833683E1
5.212854697E0,1.651999205E-1,1.014183807E1,-5.087678507E-2,1.014331105E1
5.217822405E0,1.795651317E-1,1.014662647E1,-6.524199992E-2,1.014842495E1
5.222790113E0,1.987187415E-1,1.016578007E1,-9.876082093E-2,1.016820177E1
5.227757822E0,1.843535304E-1,1.017056847E1,-1.035492271E-1,1.017276617E1
5.232725530E0,1.891419291E-1,1.017056847E1,-1.179144308E-1,1.017301044E1
5.237693238E0,1.795651317E-1,1.014183807E1,-1.370680481E-1,1.014435364E1
5.242660947E0,1.604115069E-1,1.011789608E1,-1.370680481E-1,1.012009588E1
5.247628655E0,1.508347094E-1,1.010353088E1,-1.418564469E-1,1.010565241E1
5.252596363E0,1.651999205E-1,1.010831928E1,-1.466448605E-1,1.011073264E1
5.257564072E0,1.556231081E-1,1.010353088E1,-1.753752679E-1,1.010625110E1
5.262531780E0,1.508347094E-1,1.011310768E1,-1.705868691E-1,1.011567091E1
5.267499488E0,1.364694983E-1,1.010831928E1,-1.849520802E-1,1.011093220E1
5.272467197E0,1.460463107E-1,1.011310768E1,-1.849520802E-1,1.011585309E1
5.277434905E0,1.508347094E-1,1.011310768E1,-1.945288926E-1,1.011610298E1
5.282402613E0,1.412578970E-1,1.010353088E1,-1.897404790E-1,1.010629960E1
5.287370322E0,1.460463107E-1,1.009395409E1,-1.849520802E-1,1.009670470E1
5.292338030E0,1.412578970E-1,1.007001209E1,-1.801636815E-1,1.007261417E1
5.297305738E0,1.316810995E-1,1.005564690E1,-1.849520802E-1,1.005820967E1
5.302273447E0,1.460463107E-1,1.002691650E1,-1.753752679E-1,1.002951348E1
5.307241155E0,1.268926859E-1,1.001255131E1,-1.753752679E-1,1.001489101E1
5.312208863E0,1.268926859E-1,1.000776291E1,-1.610100716E-1,1.000986236E1
5.317176572E0,1.364694983E-1,9.988609314E0,-1.418564469E-1,9.990548694E0
5.322144280E0,1.316810995E-1,9.969455719E0,-1.466448605E-1,9.971403711E0
5.327111988E0,1.316810995E-1,9.955090523E0,-1.227028370E-1,9.956717492E0
5.332079697E0,1.221042871E-1,9.926360130E0,-1.322796494E-1,9.927992385E0
5.337047405E0,1.316810995E-1,9.911994934E0,-1.227028370E-1,9.913628976E0
5.342015113E0,1.268926859E-1,9.902418137E0,-1.131260321E-1,9.903877231E0
5.346982822E0,1.364694983E-1,9.892841339E0,-7.960720360E-2,9.894102839E0
5.351950530E0,1.364694983E-1,9.883264542E0,-7.003039867E-2,9.884454774E0
5.356918238E0,1.460463107E-1,9.873687744E0,-6.524199992E-2,9.874983327E0
5.361885947E0,1.364694983E-1,9.854534149E0,-6.524199992E-2,9.855694990E0
5.366853655E0,1.412578970E-1,9.854534149E0,-5.087678507E-2,9.855677832E0
5.371821363E0,1.508347094E-1,9.830592155E0,-4.129998013E-2,9.831835990E0
5.376789072E0,1.604115069E-1,9.830592155E0,-3.651157767E-2,9.831968627E0
5.381756780E0,1.556231081E-1,9.821015358E0,-2.693476900E-2,9.822285207E0
5.386724488E0,1.556231081E-1,9.806650162E0,-1.256955881E-2,9.807892941E0
5.391692197E0,1.556231081E-1,9.792284966E0,-2.693476900E-2,9.793558540E0
5.396659905E0,1.508347094E-1,9.777919769E0,-1.735796221E-2,9.779098497E0
5.401627613E0,1.604115069E-1,9.768342972E0,-2.992752008E-3,9.769660446E0
5.406595322E0,1.651999205E-1,9.758766174E0,-7.781155407E-3,9.760167458E0
5.411563030E0,1.556231081E-1,9.744400978E0,-1.256955881E-2,9.745651695E0
5.416530738E0,1.651999205E-1,9.739612579E0,-7.781155407E-3,9.741016618E0
5.421498447E0,1.604115069E-1,9.730035782E0,-2.214636654E-2,9.731383182E0
5.426466155E0,1.747767180E-1,9.725247383E0,-2.214636654E-2,9.726842963E0
5.431433863E0,1.699883193E-1,9.706093788E0,-2.693476900E-2,9.707619592E0
5.436401572E0,1.699883193E-1,9.686940193E0,-1.735796221E-2,9.688447122E0
5.441369280E0,1.699883193E-1,9.682151794E0,-3.651157767E-2,9.683712743E0
5.446336988E0,1.699883193E-1,9.667786598E0,-4.608838260E-2,9.669390771E0
5.451304697E0,1.651999205E-1,9.658209801E0,-6.524199992E-2,9.659842860E0
5.456272405E0,1.460463107E-1,9.643844604E0,-7.003039867E-2,9.645204639E0
5.461240113E0,1.508347094E-1,9.629479408E0,-7.960720360E-2,9.630989673E0
5.466207822E0,1.460463107E-1,9.619902611E0,-8.918401599E-2,9.621424508E0
5.471175530E0,1.364694983E-1,9.586383820E0,-1.083376259E-1,9.587967235E0
5.476143238E0,1.268926859E-1,9.591172218E0,-1.179144308E-1,9.592736319E0
5.481110947E0,1.125274822E-1,9.567230225E0,-1.179144308E-1,9.568618522E0
5.486078655E0,9.337386489E-2,9.557653427E0,-1.370680481E-1,9.559092288E0
5.491046363E0,8.858546615E-2,9.562441826E0,-1.705868691E-1,9.564373526E0
