"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.058296886E1,4.237737060E-1,9.955090523E0,-1.753752679E-1,9.965649400E0
1.058793662E1,4.046200812E-1,9.974244118E0,-1.705868691E-1,9.983905198E0
1.059290438E1,3.902548850E-1,9.974244118E0,-1.610100716E-1,9.983174287E0
1.059787214E1,3.854664862E-1,9.974244118E0,-1.610100716E-1,9.982988249E0
1.060283991E1,3.663128614E-1,9.983820915E0,-1.562216580E-1,9.991760125E0
1.060780767E1,3.471592367E-1,9.983820915E0,-1.610100716E-1,9.991152278E0
1.061277543E1,3.375824392E-1,1.000297451E1,-1.705868691E-1,1.001012292E1
1.061774319E1,3.184288144E-1,9.998186111E0,-1.705868691E-1,1.000471001E1
1.062271095E1,3.040636182E-1,1.001733971E1,-1.753752679E-1,1.002348771E1
1.062767871E1,2.896983922E-1,1.001255131E1,-1.801636815E-1,1.001836153E1
1.063264647E1,2.801215947E-1,1.001733971E1,-1.753752679E-1,1.002279000E1
1.063761423E1,2.561795712E-1,1.000297451E1,-1.945288926E-1,1.000814511E1
1.064258199E1,2.466027737E-1,1.002212811E1,-1.945288926E-1,1.002704873E1
1.064754975E1,2.274491638E-1,1.003170490E1,-2.041056901E-1,1.003635868E1
1.065251751E1,2.274491638E-1,1.005085850E1,-2.232593149E-1,1.005591042E1
1.065748527E1,1.987187415E-1,1.006522369E1,-2.184709013E-1,1.006955544E1
1.066245303E1,2.035071403E-1,1.005564690E1,-2.376245260E-1,1.006051266E1
1.066742079E1,1.843535304E-1,1.005564690E1,-2.519897223E-1,1.006049301E1
1.067238855E1,1.604115069E-1,1.005085850E1,-2.567781210E-1,1.005541761E1
1.067735631E1,1.460463107E-1,1.004128170E1,-2.615665495E-1,1.004574959E1
1.068232407E1,1.316810995E-1,1.002691650E1,-2.711433470E-1,1.003144622E1
1.068729183E1,1.412578970E-1,1.003649330E1,-2.950853705E-1,1.004182389E1
1.069225959E1,1.268926859E-1,1.002212811E1,-2.902969420E-1,1.002713448E1
1.069722735E1,1.125274822E-1,1.002691650E1,-3.046621680E-1,1.003217504E1
1.070219511E1,1.077390760E-1,1.003649330E1,-2.950853705E-1,1.004140831E1
1.070716287E1,1.221042871E-1,1.003649330E1,-2.998737693E-1,1.004171457E1
1.071213063E1,1.077390760E-1,1.004128170E1,-3.046621680E-1,1.004648023E1
1.071709839E1,1.125274822E-1,1.005085850E1,-2.950853705E-1,1.005581893E1
1.072206616E1,1.125274822E-1,1.007480049E1,-2.998737693E-1,1.007989046E1
1.072703392E1,1.029506698E-1,1.007480049E1,-2.902969420E-1,1.007950773E1
1.073200168E1,1.125274822E-1,1.008437729E1,-2.902969420E-1,1.008918233E1
1.073696944E1,1.221042871E-1,1.009874249E1,-2.807201445E-1,1.010338127E1
1.074193720E1,1.268926859E-1,1.008437729E1,-2.663549483E-1,1.008869228E1
1.074690496E1,1.268926859E-1,1.007001209E1,-2.615665495E-1,1.007420778E1
1.075187272E1,1.316810995E-1,1.006043530E1,-2.376245260E-1,1.006410272E1
1.075684048E1,1.508347094E-1,1.004607010E1,-2.088941038E-1,1.004937373E1
1.076180824E1,1.747767180E-1,1.003649330E1,-2.041056901E-1,1.004008983E1
1.076677600E1,1.843535304E-1,1.002212811E1,-1.849520802E-1,1.002552967E1
1.077174376E1,1.939303428E-1,9.993397713E0,-1.657984704E-1,9.996654238E0
1.077671152E1,2.035071403E-1,9.964667320E0,-1.418564469E-1,9.967754672E0
1.078167928E1,2.130839527E-1,9.940725327E0,-1.131260321E-1,9.943652362E0
1.078664704E1,2.322375625E-1,9.907206535E0,-8.918401599E-2,9.910329430E0
1.079161480E1,2.466027737E-1,9.883264542E0,-8.439560980E-2,9.886700842E0
1.079658256E1,2.466027737E-1,9.868899345E0,-7.003039867E-2,9.872228293E0
1.080155032E1,2.609679997E-1,9.854534149E0,-7.003039867E-2,9.858237766E0
1.080651808E1,2.801215947E-1,9.840168953E0,-8.439560980E-2,9.844517040E0
1.081148584E1,2.849099934E-1,9.830592155E0,-7.003039867E-2,9.834969247E0
1.081645360E1,2.992752194E-1,9.835380554E0,-7.960720360E-2,9.840254753E0
1.082142136E1,3.280056417E-1,9.854534149E0,-9.397241473E-2,9.860439230E0
1.082638912E1,3.375824392E-1,9.859322548E0,-1.227028370E-1,9.865863317E0
1.083135688E1,3.567360640E-1,9.878476143E0,-1.514332592E-1,9.886075235E0
1.083632464E1,3.663128614E-1,9.888052940E0,-1.657984704E-1,9.896224795E0
1.084129240E1,3.663128614E-1,9.888052940E0,-1.849520802E-1,9.896564219E0
1.084626016E1,3.758896589E-1,9.878476143E0,-1.945288926E-1,9.887538897E0
1.085122793E1,3.758896589E-1,9.859322548E0,-1.897404790E-1,9.868309662E0
1.085619569E1,3.711012602E-1,9.859322548E0,-1.897404790E-1,9.868128429E0
1.086116345E1,3.711012602E-1,9.854534149E0,-2.041056901E-1,9.863631105E0
1.086613121E1,3.711012602E-1,9.859322548E0,-2.136825025E-1,9.868617809E0
1.087109897E1,3.663128614E-1,9.864110947E0,-2.328361124E-1,9.873655986E0
1.087606673E1,3.663128614E-1,9.835380554E0,-2.424129248E-1,9.845184599E0
1.088103449E1,3.567360640E-1,9.811438560E0,-2.280477136E-1,9.820569892E0
1.088600225E1,3.327940404E-1,9.782708168E0,-2.136825025E-1,9.790699218E0
1.089097001E1,3.327940404E-1,9.763554573E0,-1.945288926E-1,9.771161203E0
1.089593777E1,3.136404157E-1,9.749189377E0,-1.849520802E-1,9.755986423E0
1.090090553E1,3.088520169E-1,9.734824181E0,-1.801636815E-1,9.741388523E0
1.090587329E1,2.849099934E-1,9.720458984E0,-1.466448605E-1,9.725739113E0
1.091084105E1,2.753331959E-1,9.710882187E0,-1.514332592E-1,9.715964865E0
1.091580881E1,2.561795712E-1,9.696516991E0,-1.227028370E-1,9.700676559E0
1.092077657E1,2.418143749E-1,9.672574997E0,-1.035492271E-1,9.676151286E0
1.092574433E1,2.082955539E-1,9.667786598E0,-8.439560980E-2,9.670398511E0
1.093071209E1,1.987187415E-1,9.682151794E0,-5.566519126E-2,9.684350836E0
1.093567980E1,1.795651317E-1,9.691728592E0,-6.524199992E-2,9.693611466E0
1.094064751E1,1.556231081E-1,9.710882187E0,-4.608838260E-2,9.712238441E0
1.094561522E1,1.460463107E-1,9.730035782E0,-4.129998013E-2,9.731219427E0
1.095058293E1,1.125274822E-1,9.744400978E0,-3.172317147E-2,9.745102319E0
1.095555063E1,9.816227108E-2,9.782708168E0,-4.608838260E-2,9.783309209E0
1.096051834E1,8.379705995E-2,9.801861763E0,-5.087678507E-2,9.802351984E0
1.096548605E1,6.943184882E-2,9.811438560E0,-5.566519126E-2,9.811842132E0
1.097045376E1,4.548983276E-2,9.830592155E0,-6.045359373E-2,9.830883281E0
1.097542147E1,3.112462163E-2,9.854534149E0,-7.481880486E-2,9.854867320E0
1.098038918E1,2.154781483E-2,9.859322548E0,-8.918401599E-2,9.859749449E0
1.098535688E1,2.394201700E-3,9.878476143E0,-1.131260321E-1,9.879124158E0
1.099032459E1,-1.197100803E-2,9.878476143E0,-1.274912357E-1,9.879306060E0
1.099529230E1,-2.154781483E-2,9.878476143E0,-1.466448605E-1,9.879588044E0
1.100026001E1,-3.112462163E-2,9.868899345E0,-1.705868691E-1,9.870422631E0
1.100522772E1,-3.591302410E-2,9.854534149E0,-1.705868691E-1,9.856075939E0
1.101019543E1,-4.070143029E-2,9.830592155E0,-1.849520802E-1,9.832416082E0
1.101516313E1,-4.548983276E-2,9.797073364E0,-1.945288926E-1,9.799110027E0
1.102013084E1,-5.506663769E-2,9.792284966E0,-2.041056901E-1,9.794566673E0
1.102509855E1,-5.027823523E-2,9.758766174E0,-2.136825025E-1,9.761234828E0
1.103006626E1,-5.985504389E-2,9.753977776E0,-2.041056901E-1,9.756296644E0
1.103503397E1,-5.985504389E-2,9.739612579E0,-2.280477136E-1,9.742465888E0
1.104000168E1,-5.985504389E-2,9.725247383E0,-2.232593149E-1,9.727993833E0
1.104496938E1,-5.985504389E-2,9.715670586E0,-2.184709013E-1,9.718310918E0
1.104993709E1,-5.985504389E-2,9.691728592E0,-2.280477136E-1,9.694595994E0
1.105490480E1,-6.464344263E-2,9.701305389E0,-2.184709013E-1,9.703980347E0
1.105987251E1,-4.548983276E-2,9.706093788E0,-2.088941038E-1,9.708448007E0
1.106484022E1,-4.070143029E-2,9.691728592E0,-2.088941038E-1,9.694065012E0
1.106980793E1,-5.027823523E-2,9.701305389E0,-1.993172914E-1,9.703482959E0
1.107477563E1,-5.027823523E-2,9.720458984E0,-1.849520802E-1,9.722348381E0
1.107974334E1,-4.070143029E-2,9.720458984E0,-1.801636815E-1,9.722213659E0
1.108471105E1,-3.591302410E-2,9.725247383E0,-1.657984704E-1,9.726726867E0
1.108967876E1,-3.112462163E-2,9.739612579E0,-1.466448605E-1,9.740766225E0
1.109464647E1,-2.633621916E-2,9.749189377E0,-1.227028370E-1,9.749997081E0
1.109961418E1,-1.197100803E-2,9.763554573E0,-1.227028370E-1,9.764332911E0
1.110458188E1,-1.675941236E-2,9.773131371E0,-9.397241473E-2,9.773597520E0
1.110954959E1,2.394201700E-3,9.797073364E0,-7.003039867E-2,9.797323946E0
1.111451735E1,7.182605099E-3,9.787496567E0,-5.566519126E-2,9.787657495E0
1.111948511E1,1.197100803E-2,9.792284966E0,-3.651157767E-2,9.792360351E0
1.112445287E1,3.112462163E-2,9.792284966E0,-2.693476900E-2,9.792371473E0
1.112942063E1,2.633621916E-2,9.787496567E0,-2.693476900E-2,9.787569061E0
1.113438839E1,4.070143029E-2,9.773131371E0,-2.992752008E-3,9.773216582E0
1.113935616E1,5.985504389E-2,9.768342972E0,-2.992752008E-3,9.768526808E0
1.114432392E1,6.943184882E-2,9.753977776E0,6.584054790E-3,9.754227113E0
1.114929168E1,7.422025502E-2,9.739612579E0,1.137245819E-2,9.739902011E0
1.115425944E1,9.337386489E-2,9.725247383E0,2.094926499E-2,9.725718185E0
1.115922720E1,9.337386489E-2,9.701305389E0,3.052607179E-2,9.701802759E0
1.116419496E1,1.125274822E-1,9.696516991E0,1.137245819E-2,9.697176575E0
1.116916272E1,1.221042871E-1,9.691728592E0,1.616086066E-2,9.692511219E0
1.117413048E1,1.412578970E-1,9.672574997E0,1.616086066E-2,9.673619904E0
1.117909824E1,1.412578970E-1,9.672574997E0,-2.992752008E-3,9.673606867E0
1.118406600E1,1.508347094E-1,9.682151794E0,-7.781155407E-3,9.683329749E0
1.118903376E1,1.651999205E-1,9.677363396E0,-1.256955881E-2,9.678781499E0
1.119400152E1,1.651999205E-1,9.686940193E0,-1.256955881E-2,9.688356894E0
1.119896928E1,1.747767180E-1,9.696516991E0,-2.214636654E-2,9.698117297E0
1.120393704E1,1.843535304E-1,9.701305389E0,-3.172317147E-2,9.703108721E0
1.120890480E1,1.843535304E-1,9.725247383E0,-3.172317147E-2,9.727046276E0
1.121387256E1,1.939303428E-1,9.744400978E0,-2.693476900E-2,9.746367779E0
1.121884032E1,1.891419291E-1,9.739612579E0,-4.129998013E-2,9.741536509E0
1.122380808E1,1.843535304E-1,9.744400978E0,-3.651157767E-2,9.746213097E0
1.122877584E1,1.747767180E-1,9.744400978E0,-3.651157767E-2,9.746036652E0
1.123374360E1,1.747767180E-1,9.744400978E0,-3.651157767E-2,9.746036652E0
1.123871136E1,1.747767180E-1,9.773131371E0,-4.129998013E-2,9.774781296E0
1.124367912E1,1.460463107E-1,9.753977776E0,-1.256955881E-2,9.755079188E0
1.124864688E1,1.651999205E-1,9.782708168E0,-7.781155407E-3,9.784106023E0
1.125361464E1,1.891419291E-1,9.782708168E0,2.094926499E-2,9.784558888E0
1.125858240E1,1.891419291E-1,9.782708168E0,2.573766746E-2,9.784570312E0
1.126355016E1,1.508347094E-1,9.777919769E0,4.010287672E-2,9.779165320E0
1.126851793E1,1.364694983E-1,9.797073364E0,2.573766746E-2,9.798057606E0
1.127348569E1,1.125274822E-1,9.811438560E0,2.094926499E-2,9.812106192E0
1.127845345E1,1.029506698E-1,9.801861763E0,2.573766746E-2,9.802436192E0
1.128342121E1,8.858546615E-2,9.797073364E0,3.052607179E-2,9.797521408E0
1.128838897E1,6.943184882E-2,9.816226959E0,1.795651275E-3,9.816472672E0
1.129335673E1,5.506663769E-2,9.821015358E0,1.137245819E-2,9.821176321E0
1.129832449E1,4.070143029E-2,9.830592155E0,1.137245819E-2,9.830682991E0
1.130329225E1,2.154781483E-2,9.835380554E0,1.795651275E-3,9.835404322E0
1.130826001E1,2.394201700E-3,9.849745750E0,1.616086066E-2,9.849759299E0
1.131322777E1,-1.197100803E-2,9.873687744E0,-2.992752008E-3,9.873695455E0
1.131819553E1,-2.154781483E-2,9.888052940E0,1.137245819E-2,9.888082958E0
1.132316329E1,-3.112462163E-2,9.907206535E0,-2.992752008E-3,9.907255878E0
1.132813105E1,-3.591302410E-2,9.911994934E0,-1.256955881E-2,9.912067963E0
1.133309881E1,-4.070143029E-2,9.926360130E0,-2.693476900E-2,9.926480118E0
1.133806657E1,-6.464344263E-2,9.926360130E0,-3.172317147E-2,9.926621307E0
1.134303433E1,-7.422025502E-2,9.935936928E0,-4.608838260E-2,9.936321020E0
1.134800209E1,-8.379705995E-2,9.955090523E0,-6.045359373E-2,9.955626746E0
1.135296985E1,-8.379705995E-2,9.955090523E0,-7.003039867E-2,9.955689505E0
1.135793761E1,-9.337386489E-2,9.974244118E0,-7.481880486E-2,9.974961767E0
1.136290537E1,-8.858546615E-2,9.979032516E0,-8.439560980E-2,9.979782561E0
1.136787313E1,-7.900865376E-2,9.979032516E0,-9.876082093E-2,9.979833968E0
1.137284089E1,-7.422025502E-2,9.974244118E0,-1.035492271E-1,9.975057735E0
1.137780866E1,-6.943184882E-2,9.983820915E0,-1.083376259E-1,9.984650114E0
1.138277642E1,-6.943184882E-2,9.983820915E0,-1.131260321E-1,9.984703218E0
1.138774418E1,-6.464344263E-2,9.969455719E0,-9.397241473E-2,9.970108170E0
1.139271194E1,-5.985504389E-2,9.969455719E0,-1.179144308E-1,9.970332681E0
1.139767970E1,-5.985504389E-2,9.955090523E0,-1.131260321E-1,9.955913190E0
1.140264746E1,-3.591302410E-2,9.955090523E0,-1.131260321E-1,9.955798037E0
1.140761522E1,-2.154781483E-2,9.955090523E0,-1.083376259E-1,9.955703324E0
1.141258298E1,-3.112462163E-2,9.959878922E0,-1.131260321E-1,9.960569982E0
1.141755074E1,-1.197100803E-2,9.950302124E0,-1.035492271E-1,9.950848110E0
1.142251850E1,-2.394201700E-3,9.959878922E0,-1.131260321E-1,9.960521641E0
1.142748626E1,7.182605099E-3,9.964667320E0,-1.131260321E-1,9.965312032E0
1.143245402E1,1.197100803E-2,9.959878922E0,-1.035492271E-1,9.960424382E0
1.143742178E1,3.112462163E-2,9.979032516E0,-1.035492271E-1,9.979618287E0
1.144238954E1,3.112462163E-2,9.974244118E0,-9.876082093E-2,9.974781610E0
1.144735730E1,5.506663769E-2,9.983820915E0,-9.397241473E-2,9.984415016E0
1.145232506E1,6.464344263E-2,9.983820915E0,-8.918401599E-2,9.984428508E0
1.145729282E1,6.464344263E-2,9.974244118E0,-6.524199992E-2,9.974666963E0
1.146226058E1,8.858546615E-2,9.974244118E0,-7.003039867E-2,9.974883326E0
1.146722834E1,9.337386489E-2,9.983820915E0,-6.524199992E-2,9.984470705E0
1.147219610E1,9.816227108E-2,9.988609314E0,-6.045359373E-2,9.989274573E0
1.147716386E1,1.125274822E-1,9.983820915E0,-5.566519126E-2,9.984610213E0
1.148213162E1,1.125274822E-1,9.983820915E0,-5.566519126E-2,9.984610213E0
1.148709938E1,1.268926859E-1,9.993397713E0,-5.566519126E-2,9.994358319E0
1.149206714E1,1.460463107E-1,9.998186111E0,-5.087678507E-2,9.999382155E0
1.149703491E1,1.508347094E-1,9.988609314E0,-5.087678507E-2,9.989877656E0
1.150200267E1,1.651999205E-1,9.983820915E0,-4.608838260E-2,9.985293948E0
1.150697043E1,1.795651317E-1,9.979032516E0,-4.608838260E-2,9.980754367E0
1.151193819E1,1.795651317E-1,9.983820915E0,-4.129998013E-2,9.985520988E0
1.151690589E1,1.939303428E-1,9.974244118E0,-3.651157767E-2,9.976196058E0
1.152187360E1,2.130839527E-1,9.979032516E0,-4.608838260E-2,9.981413671E0
1.152684131E1,2.082955539E-1,9.959878922E0,-5.087678507E-2,9.962186688E0
1.153180902E1,2.274491638E-1,9.959878922E0,-5.087678507E-2,9.962605568E0
1.153677673E1,2.370259613E-1,9.955090523E0,-6.524199992E-2,9.958125584E0
1.154174444E1,2.418143749E-1,9.950302124E0,-5.087678507E-2,9.953370032E0
1.154671214E1,2.418143749E-1,9.945513725E0,-6.045359373E-2,9.948636695E0
1.155167985E1,2.466027737E-1,9.950302124E0,-7.960720360E-2,9.953675833E0
1.155664756E1,2.466027737E-1,9.940725327E0,-8.439560980E-2,9.944141771E0
1.156161527E1,2.561795712E-1,9.945513725E0,-8.918401599E-2,9.949212281E0
1.156658298E1,2.466027737E-1,9.955090523E0,-7.960720360E-2,9.958462610E0
1.157155069E1,2.513911724E-1,9.935936928E0,-8.439560980E-2,9.939474975E0
1.157651839E1,2.609679997E-1,9.940725327E0,-8.439560980E-2,9.944508381E0
1.158148610E1,2.513911724E-1,9.940725327E0,-9.397241473E-2,9.944347558E0
1.158645381E1,2.513911724E-1,9.945513725E0,-9.397241473E-2,9.949134213E0
1.159142152E1,2.466027737E-1,9.940725327E0,-9.876082093E-2,9.944274063E0
1.159638923E1,2.418143749E-1,9.940725327E0,-8.918401599E-2,9.944065969E0
1.160135694E1,2.513911724E-1,9.950302124E0,-8.918401599E-2,9.953876816E0
1.160632464E1,2.418143749E-1,9.959878922E0,-8.918401599E-2,9.963213142E0
1.161129235E1,2.322375625E-1,9.964667320E0,-7.960720360E-2,9.967691127E0
1.161626006E1,2.226607651E-1,9.955090523E0,-6.524199992E-2,9.957794015E0
1.162122777E1,2.226607651E-1,9.964667320E0,-6.524199992E-2,9.967368215E0
1.162619548E1,2.226607651E-1,9.945513725E0,-5.566519126E-2,9.948161624E0
1.163116319E1,2.178723514E-1,9.945513725E0,-5.087678507E-2,9.948029959E0
1.163613089E1,1.987187415E-1,9.955090523E0,-3.651157767E-2,9.957140631E0
1.164109860E1,1.891419291E-1,9.959878922E0,-3.651157767E-2,9.961741610E0
1.164606631E1,1.795651317E-1,9.955090523E0,-1.735796221E-2,9.956724976E0
1.165103402E1,1.604115069E-1,9.945513725E0,-7.781155407E-3,9.946810326E0
1.165600173E1,1.651999205E-1,9.940725327E0,1.795651275E-3,9.942098081E0
1.166096944E1,1.556231081E-1,9.940725327E0,1.795651275E-3,9.941943562E0
1.166593714E1,1.412578970E-1,9.935936928E0,1.795651275E-3,9.936941162E0
1.167090485E1,1.268926859E-1,9.926360130E0,-2.992752008E-3,9.927171609E0
1.167587256E1,1.221042871E-1,9.916783333E0,1.795651275E-3,9.917535195E0
1.168084027E1,1.125274822E-1,9.911994934E0,1.795651275E-3,9.912633819E0
1.168580803E1,9.816227108E-2,9.916783333E0,-2.992752008E-3,9.917269607E0
1.169077579E1,9.816227108E-2,9.911994934E0,-2.992752008E-3,9.912481443E0
1.169574355E1,8.379705995E-2,9.921571732E0,-7.781155407E-3,9.921928649E0
1.170071131E1,7.900865376E-2,9.931148529E0,-7.781155407E-3,9.931465855E0
1.170567907E1,7.900865376E-2,9.945513725E0,-3.172317147E-2,9.945878141E0
1.171064683E1,8.379705995E-2,9.931148529E0,-3.651157767E-2,9.931569168E0
1.171561459E1,6.464344263E-2,9.926360130E0,-6.045359373E-2,9.926754699E0
1.172058235E1,7.422025502E-2,9.921571732E0,-6.524199992E-2,9.922063837E0
1.172555011E1,5.985504389E-2,9.916783333E0,-5.566519126E-2,9.917120192E0
1.173051787E1,5.985504389E-2,9.897629738E0,-6.524199992E-2,9.898025741E0
1.173548563E1,5.506663769E-2,9.873687744E0,-6.045359373E-2,9.874026364E0
1.174045339E1,4.548983276E-2,9.849745750E0,-7.003039867E-2,9.850099742E0
1.174542116E1,4.070143029E-2,9.825803757E0,-8.439560980E-2,9.826250490E0
1.175038892E1,5.506663769E-2,9.835380554E0,-8.439560980E-2,9.835896787E0
1.175535668E1,6.464344263E-2,9.816226959E0,-6.524199992E-2,9.816656610E0
1.176032444E1,5.985504389E-2,9.811438560E0,-5.566519126E-2,9.811779037E0
1.176529220E1,6.464344263E-2,9.801861763E0,-6.524199992E-2,9.802292044E0
1.177025996E1,6.943184882E-2,9.811438560E0,-6.524199992E-2,9.811901137E0
1.177522772E1,6.943184882E-2,9.806650162E0,-6.524199992E-2,9.807112964E0
1.178019548E1,6.943184882E-2,9.797073364E0,-6.045359373E-2,9.797505903E0
1.178516324E1,7.900865376E-2,9.806650162E0,-7.003039867E-2,9.807218465E0
1.179013100E1,9.816227108E-2,9.825803757E0,-6.524199992E-2,9.826510663E0
1.179509876E1,1.173158810E-1,9.830592155E0,-8.439560980E-2,9.831654376E0
1.180006652E1,1.221042871E-1,9.835380554E0,-8.918401599E-2,9.836542781E0
1.180503428E1,1.364694983E-1,9.835380554E0,-1.083376259E-1,9.836923890E0
1.181000204E1,1.556231081E-1,9.844957352E0,-1.179144308E-1,9.846893298E0
1.181496980E1,1.651999205E-1,9.835380554E0,-1.179144308E-1,9.837474547E0
1.181993756E1,1.843535304E-1,9.821015358E0,-1.131260321E-1,9.823396886E0
1.182490532E1,1.843535304E-1,9.801861763E0,-1.227028370E-1,9.804363122E0
1.182987308E1,1.795651317E-1,9.758766174E0,-1.131260321E-1,9.761073628E0
1.183484084E1,1.987187415E-1,9.739612579E0,-1.131260321E-1,9.742296435E0
1.183980860E1,2.082955539E-1,9.730035782E0,-1.274912357E-1,9.733100090E0
1.184477636E1,2.178723514E-1,9.715670586E0,-1.274912357E-1,9.718949393E0
1.184974412E1,2.226607651E-1,9.701305389E0,-1.466448605E-1,9.704968253E0
1.185471188E1,2.466027737E-1,9.696516991E0,-1.562216580E-1,9.700910261E0
1.185967964E1,2.561795712E-1,9.696516991E0,-1.849520802E-1,9.701663620E0
1.186464741E1,2.657563984E-1,9.691728592E0,-1.945288926E-1,9.697322881E0
1.186961516E1,2.657563984E-1,9.701305389E0,-2.088941038E-1,9.707192667E0
1.187458293E1,2.849099934E-1,9.686940193E0,-2.280477136E-1,9.693811932E0
1.187955069E1,2.849099934E-1,9.677363396E0,-2.280477136E-1,9.684241930E0
1.188451845E1,2.992752194E-1,9.682151794E0,-2.376245260E-1,9.689690111E0
1.188948621E1,2.992752194E-1,9.677363396E0,-2.472013235E-1,9.685145143E0
1.189445397E1,2.992752194E-1,9.662998199E0,-2.567781210E-1,9.671041043E0
1.189942173E1,3.088520169E-1,9.653421402E0,-2.472013235E-1,9.661523836E0
1.190438949E1,3.088520169E-1,9.634267807E0,-2.567781210E-1,9.642636608E0
1.190935725E1,3.088520169E-1,9.643844604E0,-2.711433470E-1,9.652597942E0
1.191432501E1,3.136404157E-1,9.639056206E0,-2.663549483E-1,9.647834980E0
1.191929277E1,2.992752194E-1,9.624691010E0,-2.567781210E-1,9.632765838E0
1.192426053E1,3.136404157E-1,9.619902611E0,-2.567781210E-1,9.628438687E0
1.192922829E1,3.040636182E-1,9.629479408E0,-2.615665495E-1,9.637828875E0
1.193419605E1,3.040636182E-1,9.643844604E0,-2.615665495E-1,9.652181645E0
1.193916381E1,2.992752194E-1,9.643844604E0,-2.567781210E-1,9.651903409E0
1.194413157E1,3.040636182E-1,9.648633003E0,-2.519897223E-1,9.656711259E0
1.194909933E1,3.040636182E-1,9.648633003E0,-2.472013235E-1,9.656587493E0
1.195406709E1,2.992752194E-1,9.658209801E0,-2.519897223E-1,9.666130613E0
1.195903485E1,3.040636182E-1,9.662998199E0,-2.567781210E-1,9.671190407E0
1.196400261E1,2.992752194E-1,9.677363396E0,-2.376245260E-1,9.684905439E0
1.196897037E1,2.992752194E-1,9.667786598E0,-2.328361124E-1,9.675219688E0
1.197393813E1,2.896983922E-1,9.672574997E0,-2.376245260E-1,9.679829422E0
1.197890589E1,2.896983922E-1,9.677363396E0,-2.184709013E-1,9.684163205E0
1.198387366E1,2.801215947E-1,9.682151794E0,-2.041056901E-1,9.688353349E0
1.198884142E1,2.753331959E-1,9.677363396E0,-2.088941038E-1,9.683532796E0
1.199380918E1,2.657563984E-1,9.667786598E0,-1.945288926E-1,9.673394733E0
1.199877694E1,2.561795712E-1,9.658209801E0,-1.849520802E-1,9.663376832E0
1.200374470E1,2.513911724E-1,9.653421402E0,-1.801636815E-1,9.658374669E0
1.200871246E1,2.466027737E-1,9.648633003E0,-1.753752679E-1,9.653377038E0
1.201368022E1,2.370259613E-1,9.643844604E0,-1.801636815E-1,9.648439201E0
1.201864798E1,2.370259613E-1,9.648633003E0,-1.705868691E-1,9.653051332E0
1.202361574E1,2.274491638E-1,9.653421402E0,-1.753752679E-1,9.657693015E0
1.202858350E1,2.226607651E-1,9.653421402E0,-1.610100716E-1,9.657331247E0
1.203355126E1,2.274491638E-1,9.672574997E0,-1.705868691E-1,9.676752558E0
1.203851902E1,2.130839527E-1,9.667786598E0,-1.753752679E-1,9.671724715E0
1.204348678E1,2.082955539E-1,9.667786598E0,-1.657984704E-1,9.671451488E0
1.204845454E1,2.035071403E-1,9.686940193E0,-1.657984704E-1,9.690496096E0
1.205342230E1,1.987187415E-1,9.696516991E0,-1.801636815E-1,9.700226278E0
1.205839006E1,2.035071403E-1,9.720458984E0,-1.753752679E-1,9.724170633E0
1.206335782E1,1.891419291E-1,9.710882187E0,-1.753752679E-1,9.714307181E0
1.206832558E1,1.699883193E-1,9.696516991E0,-1.610100716E-1,9.699343381E0
1.207329334E1,1.795651317E-1,9.715670586E0,-1.849520802E-1,9.719089764E0
1.207826110E1,1.891419291E-1,9.744400978E0,-2.376245260E-1,9.749132808E0
1.208322886E1,1.651999205E-1,9.710882187E0,-2.328361124E-1,9.715077793E0
1.208819662E1,1.556231081E-1,9.710882187E0,-2.184709013E-1,9.714585989E0
1.209316438E1,1.795651317E-1,9.730035782E0,-2.184709013E-1,9.734144517E0
1.209813214E1,2.035071403E-1,9.730035782E0,-2.136825025E-1,9.734509319E0
1.210309990E1,2.226607651E-1,9.734824181E0,-1.897404790E-1,9.739218711E0
1.210806766E1,2.418143749E-1,9.744400978E0,-1.897404790E-1,9.749247461E0
1.211303543E1,2.513911724E-1,9.720458984E0,-1.849520802E-1,9.725467992E0
1.211800319E1,2.753331959E-1,9.725247383E0,-1.801636815E-1,9.730812093E0
1.212297095E1,2.944868207E-1,9.715670586E0,-1.993172914E-1,9.722175929E0
1.212793871E1,3.136404157E-1,9.706093788E0,-1.849520802E-1,9.712920993E0
1.213290647E1,3.184288144E-1,9.701305389E0,-1.753752679E-1,9.708114114E0
1.213787423E1,3.232172430E-1,9.691728592E0,-1.897404790E-1,9.698972829E0
1.214284199E1,3.375824392E-1,9.701305389E0,-2.041056901E-1,9.709322700E0
1.214780975E1,3.375824392E-1,9.691728592E0,-2.136825025E-1,9.699960063E0
1.215277746E1,3.567360640E-1,9.701305389E0,-2.328361124E-1,9.710653919E0
1.215774517E1,3.471592367E-1,9.720458984E0,-2.615665495E-1,9.730172633E0
1.216271287E1,3.471592367E-1,9.730035782E0,-2.663549483E-1,9.739869651E0
1.216768058E1,3.519476354E-1,9.734824181E0,-2.950853705E-1,9.745652587E0
1.217264829E1,3.327940404E-1,9.744400978E0,-3.142389655E-1,9.755144716E0
1.217761600E1,3.280056417E-1,9.749189377E0,-3.429693878E-1,9.760733026E0
1.218258371E1,3.136404157E-1,9.744400978E0,-3.573346138E-1,9.755993479E0
