t;y;v;
4,166672E-3;3,101008E-2;9,805117E-2
8,333343E-3;3,095386E-2;8,851593E-2
1,250002E-2;3,100942E-2;9,209982E-2
1,666669E-2;3,110318E-2;7,258109E-2
2,083336E-2;3,115382E-2;6,678648E-2
2,500003E-2;3,112058E-2;7,330048E-2
2,916670E-2;3,118230E-2;5,998307E-2
3,333337E-2;3,110335E-2;5,359011E-2
3,750005E-2;3,113676E-2;4,679890E-2
4,166672E-2;3,105793E-2;4,702113E-2
4,583339E-2;3,113870E-2;4,314188E-2
5,000006E-2;3,117668E-2;1,533183E-2
5,416673E-2;3,115840E-2;1,315194E-2
5,833340E-2;3,120610E-2;1,795088E-2
6,250008E-2;3,104145E-2;2,171819E-2
6,666675E-2;3,107012E-2;1,783090E-2
7,083342E-2;3,108465E-2;7,382578E-3
7,500009E-2;3,103762E-2;2,512904E-3
7,916676E-2;3,106386E-2;5,372737E-3
8,333343E-2;3,104343E-2;7,575263E-3
8,750011E-2;3,102446E-2;2,268080E-2
9,166678E-2;3,114287E-2;4,373991E-2
9,583345E-2;3,100230E-2;5,429900E-2
1,000001E-1;3,092284E-2;4,639321E-2
1,041668E-1;3,102868E-2;5,577802E-2
1,083335E-1;3,085033E-2;5,842990E-2
1,125001E-1;3,091430E-2;6,784055E-2
1,166668E-1;3,097848E-2;9,187066E-2
1,208335E-1;3,101533E-2;1,062814E-1
1,250002E-1;3,082034E-2;1,082072E-1
1,291668E-1;3,079278E-2;8,675799E-2
1,333335E-1;3,085649E-2;8,942447E-2
1,375002E-1;3,079097E-2;1,047642E-1
1,416668E-1;3,081214E-2;1,176489E-1
1,458335E-1;3,075874E-2;1,252257E-1
1,500002E-1;3,062473E-2;1,262721E-1
1,541669E-1;3,050999E-2;1,366398E-1
1,583335E-1;3,049433E-2;1,465414E-1
1,625002E-1;3,040846E-2;1,531561E-1
1,666669E-1;3,027971E-2;1,561447E-1
1,708335E-1;3,021536E-2;1,701189E-1
1,750002E-1;3,006609E-2;1,678300E-1
1,791669E-1;3,005423E-2;1,707264E-1
1,833336E-1;2,983647E-2;1,885301E-1
1,875002E-1;2,970896E-2;1,933497E-1
1,916669E-1;2,967083E-2;2,010101E-1
1,958336E-1;2,947698E-2;1,947236E-1
2,000002E-1;2,937839E-2;1,994999E-1
2,041669E-1;2,918844E-2;2,068516E-1
2,083336E-1;2,909518E-2;2,197889E-1
2,125003E-1;2,904469E-2;2,276252E-1
2,166669E-1;2,886916E-2;2,351915E-1
2,208336E-1;2,867971E-2;2,417254E-1
2,250003E-1;2,858112E-2;2,402186E-1
2,291669E-1;2,837843E-2;2,455087E-1
2,333336E-1;2,824246E-2;2,442458E-1
2,375003E-1;2,816617E-2;2,526617E-1
2,416670E-1;2,797688E-2;2,670415E-1
2,458336E-1;2,779432E-2;2,695284E-1
2,500003E-1;2,767477E-2;2,798568E-1
2,541670E-1;2,741633E-2;2,857805E-1
2,583336E-1;2,727827E-2;2,945634E-1
2,625003E-1;2,706634E-2;2,956271E-1
2,666670E-1;2,697115E-2;2,947725E-1
2,708337E-1;2,673033E-2;3,051335E-1
2,750003E-1;2,657988E-2;3,060328E-1
2,791670E-1;2,637386E-2;3,149231E-1
2,833337E-1;2,621932E-2;3,232613E-1
2,875003E-1;2,605619E-2;3,279592E-1
2,916670E-1;2,590087E-2;3,441185E-1
2,958337E-1;2,564723E-2;3,453777E-1
3,000004E-1;2,546705E-2;3,512486E-1
3,041670E-1;2,521602E-2;3,512582E-1
3,083337E-1;2,508178E-2;3,479608E-1
3,125004E-1;2,485551E-2;3,520502E-1
3,166670E-1;2,468820E-2;3,567581E-1
3,208337E-1;2,436492E-2;3,601063E-1
3,250004E-1;2,419430E-2;3,646475E-1
3,291671E-1;2,392077E-2;3,768294E-1
3,333337E-1;2,374365E-2;3,822395E-1
3,375004E-1;2,351103E-2;3,914045E-1
3,416671E-1;2,326927E-2;4,006524E-1
3,458338E-1;2,306087E-2;4,005266E-1
3,500004E-1;2,286485E-2;4,012409E-1
3,541671E-1;2,267796E-2;4,025796E-1
3,583338E-1;2,242102E-2;4,124188E-1
3,625004E-1;2,221900E-2;4,149694E-1
3,666671E-1;2,199564E-2;4,260016E-1
3,708338E-1;2,175019E-2;4,363987E-1
3,750005E-1;2,152740E-2;4,257839E-1
3,791671E-1;2,134043E-2;4,240399E-1
3,833338E-1;2,105887E-2;4,391539E-1
3,875005E-1;2,083274E-2;4,484952E-1
3,916671E-1;2,060350E-2;4,503185E-1
3,958338E-1;2,039380E-2;4,546928E-1
4,000005E-1;2,012367E-2;4,502169E-1
4,041672E-1;1,989178E-2;4,604896E-1
4,083338E-1;1,965484E-2;4,665509E-1
4,125005E-1;1,944215E-2;4,641551E-1
4,166672E-1;1,916243E-2;4,714069E-1
4,208338E-1;1,891325E-2;4,689631E-1
4,250005E-1;1,865048E-2;4,717259E-1
4,291672E-1;1,836760E-2;4,757127E-1
4,333339E-1;1,820301E-2;4,864810E-1
4,375005E-1;1,800135E-2;4,908463E-1
4,416672E-1;1,771730E-2;4,766388E-1
4,458339E-1;1,752890E-2;4,906371E-1
4,500005E-1;1,727350E-2;4,964530E-1
4,541672E-1;1,706763E-2;5,044728E-1
4,583339E-1;1,673513E-2;5,145735E-1
4,625006E-1;1,642912E-2;5,101600E-1
4,666672E-1;1,620920E-2;5,269192E-1
4,708339E-1;1,595263E-2;5,130291E-1
4,750006E-1;1,568994E-2;5,046988E-1
4,791672E-1;1,541880E-2;5,218643E-1
4,833339E-1;1,522813E-2;5,155809E-1
4,875006E-1;1,494485E-2;5,241644E-1
4,916673E-1;1,468633E-2;5,363855E-1
4,958339E-1;1,442856E-2;5,430262E-1
5,000006E-1;1,415103E-2;5,367181E-1
5,041673E-1;1,392051E-2;5,312608E-1
5,083339E-1;1,363337E-2;5,461366E-1
5,125006E-1;1,334538E-2;5,454348E-1
5,166673E-1;1,316973E-2;5,406075E-1
5,208340E-1;1,293835E-2;5,329763E-1
5,250006E-1;1,263632E-2;5,505364E-1
5,291673E-1;1,244681E-2;5,583525E-1
5,333340E-1;1,213305E-2;5,592238E-1
5,375006E-1;1,194597E-2;5,564285E-1
