t	y
5,875000E-1	-4,427927E-1
5,885417E-1	-4,458831E-1
5,895833E-1	-4,490497E-1
5,906250E-1	-4,522750E-1
5,916667E-1	-4,553953E-1
5,927083E-1	-4,584023E-1
5,937500E-1	-4,616651E-1
5,947917E-1	-4,644203E-1
5,958333E-1	-4,676339E-1
5,968750E-1	-4,706943E-1
5,979167E-1	-4,740492E-1
5,989583E-1	-4,770914E-1
6,000000E-1	-4,803503E-1
6,010417E-1	-4,834672E-1
6,020833E-1	-4,867040E-1
6,031250E-1	-4,898634E-1
6,041667E-1	-4,928447E-1
6,052083E-1	-4,960368E-1
6,062500E-1	-4,994052E-1
6,072917E-1	-5,025976E-1
6,083333E-1	-5,058158E-1
6,093750E-1	-5,088574E-1
6,104167E-1	-5,118216E-1
6,114583E-1	-5,150313E-1
6,125000E-1	-5,184534E-1
6,135417E-1	-5,220950E-1
6,145833E-1	-5,254439E-1
6,156250E-1	-5,286726E-1
6,166667E-1	-5,321356E-1
6,177083E-1	-5,356383E-1
6,187500E-1	-5,393044E-1
6,197917E-1	-5,427161E-1
6,208333E-1	-5,459246E-1
6,218750E-1	-5,491386E-1
6,229167E-1	-5,530741E-1
6,239583E-1	-5,565353E-1
6,250000E-1	-5,599638E-1
6,260417E-1	-5,634969E-1
6,270833E-1	-5,672402E-1
6,281250E-1	-5,704821E-1
6,291667E-1	-5,739265E-1
6,302083E-1	-5,778289E-1
6,312500E-1	-5,813573E-1
6,322917E-1	-5,847904E-1
6,333333E-1	-5,885547E-1
6,343750E-1	-5,921020E-1
6,354167E-1	-5,958561E-1
6,364583E-1	-5,994125E-1
6,375000E-1	-6,028314E-1
6,385417E-1	-6,062817E-1
6,395833E-1	-6,101332E-1
6,406250E-1	-6,139142E-1
6,416667E-1	-6,178672E-1
6,427083E-1	-6,214382E-1
6,437500E-1	-6,252271E-1
6,447917E-1	-6,288514E-1
6,458333E-1	-6,323251E-1
6,468750E-1	-6,361103E-1
6,479167E-1	-6,398536E-1
6,489583E-1	-6,437078E-1
6,500000E-1	-6,473991E-1
6,510417E-1	-6,511843E-1
6,520833E-1	-6,551181E-1
6,531250E-1	-6,590389E-1
6,541667E-1	-6,628977E-1
6,552083E-1	-6,666449E-1
6,562500E-1	-6,703539E-1
6,572917E-1	-6,744602E-1
6,583333E-1	-6,784390E-1
6,593750E-1	-6,820036E-1
6,604167E-1	-6,860925E-1
6,614583E-1	-6,900235E-1
6,625000E-1	-6,938931E-1
6,635417E-1	-6,976901E-1
6,645833E-1	-7,016942E-1
6,656250E-1	-7,055606E-1
6,666667E-1	-7,095024E-1
6,677083E-1	-7,137214E-1
6,687500E-1	-7,176228E-1
6,697917E-1	-7,215605E-1
6,708333E-1	-7,253981E-1
6,718750E-1	-7,296855E-1
6,729167E-1	-7,338132E-1
6,739583E-1	-7,377373E-1
6,750000E-1	-7,417610E-1
6,760417E-1	-7,456332E-1
6,770833E-1	-7,498418E-1
6,781250E-1	-7,541105E-1
6,791667E-1	-7,580634E-1
6,802083E-1	-7,621688E-1
6,812500E-1	-7,663300E-1
6,822917E-1	-7,704802E-1
6,833333E-1	-7,748760E-1
6,843750E-1	-7,788981E-1
6,854167E-1	-7,829521E-1
6,864583E-1	-7,870909E-1
6,875000E-1	-7,912250E-1
6,885417E-1	-7,954701E-1
6,895833E-1	-7,997621E-1
6,906250E-1	-8,035603E-1
6,916667E-1	-8,081648E-1
6,927083E-1	-8,122213E-1
6,937500E-1	-8,162742E-1
6,947917E-1	-8,208374E-1
6,958333E-1	-8,250443E-1
6,968750E-1	-8,293256E-1
6,979167E-1	-8,335149E-1
6,989583E-1	-8,377331E-1
7,000000E-1	-8,424467E-1
7,010417E-1	-8,468247E-1
7,020833E-1	-8,516007E-1
7,031250E-1	-8,560255E-1
7,041667E-1	-8,603417E-1
7,052083E-1	-8,646236E-1
7,062500E-1	-8,691229E-1
7,072917E-1	-8,738538E-1
7,083333E-1	-8,781326E-1
7,093750E-1	-8,827636E-1
7,104167E-1	-8,866449E-1
7,114583E-1	-8,915486E-1
7,125000E-1	-8,961637E-1
7,135417E-1	-9,007712E-1
7,145833E-1	-9,052973E-1
7,156250E-1	-9,093186E-1
7,166667E-1	-9,139162E-1
7,177083E-1	-9,184573E-1
7,187500E-1	-9,228038E-1
7,197917E-1	-9,270501E-1
7,208333E-1	-9,308632E-1
7,218750E-1	-9,353079E-1
7,239583E-1	-9,498613E-1
7,250000E-1	-9,547830E-1
7,260417E-1	-9,578975E-1
7,270833E-1	-9,611438E-1
7,281250E-1	-9,656553E-1
7,291667E-1	-9,701379E-1
