Time(s),CH1V,CH2V
-8.000000e-05,1.736533e+00,1.131733e+00
-7.984000e-05,1.666667e+00,1.075467e+00
-7.968000e-05,1.618933e+00,1.032267e+00
-7.952000e-05,1.527200e+00,9.848000e-01
-7.936000e-05,1.461867e+00,9.416000e-01
-7.920000e-05,1.401067e+00,9.069334e-01
-7.904000e-05,1.313867e+00,8.509333e-01
-7.888000e-05,1.257067e+00,8.248000e-01
-7.872000e-05,1.200533e+00,7.642667e-01
-7.856000e-05,1.161333e+00,7.384000e-01
-7.840000e-05,1.095733e+00,7.125334e-01
-7.824000e-05,1.021867e+00,6.778667e-01
-7.808000e-05,9.693334e-01,6.434667e-01
-7.792000e-05,9.040000e-01,6.130667e-01
-7.776000e-05,8.605334e-01,5.744000e-01
-7.760000e-05,7.952000e-01,5.397334e-01
-7.744000e-05,7.514667e-01,5.266667e-01
-7.728000e-05,7.080000e-01,4.965333e-01
-7.712000e-05,6.600000e-01,4.965333e-01
-7.696000e-05,6.208000e-01,4.576000e-01
-7.680000e-05,5.554667e-01,4.533333e-01
-7.664000e-05,5.074667e-01,4.186667e-01
-7.648000e-05,4.813333e-01,4.058667e-01
-7.632000e-05,4.248000e-01,3.885333e-01
-7.616000e-05,3.810667e-01,3.754667e-01
-7.600000e-05,3.592000e-01,3.581333e-01
-7.584000e-05,3.069333e-01,3.280000e-01
-7.568000e-05,3.069333e-01,3.453333e-01
-7.552000e-05,2.546667e-01,3.322667e-01
-7.536000e-05,2.154667e-01,3.453333e-01
-7.520000e-05,1.893333e-01,3.149333e-01
-7.504000e-05,1.632000e-01,3.365333e-01
-7.488000e-05,1.544000e-01,3.410667e-01
-7.472000e-05,1.370667e-01,3.365333e-01
-7.456000e-05,1.021333e-01,3.626667e-01
-7.440000e-05,8.480000e-02,3.581333e-01
-7.424000e-05,7.173333e-02,3.669333e-01
-7.408000e-05,6.293333e-02,3.712000e-01
-7.392000e-05,3.680000e-02,3.885333e-01
-7.376000e-05,4.106667e-02,4.144000e-01
-7.360000e-05,2.373333e-02,4.360000e-01
-7.344000e-05,3.680000e-02,4.402667e-01
-7.328000e-05,2.373333e-02,4.533333e-01
-7.312000e-05,3.680000e-02,4.834667e-01
-7.296000e-05,1.066667e-02,5.050667e-01
-7.280000e-05,1.946667e-02,5.266667e-01
-7.264000e-05,2.373333e-02,5.786667e-01
-7.248000e-05,1.946667e-02,5.914667e-01
-7.232000e-05,4.560000e-02,6.304000e-01
-7.216000e-05,7.173333e-02,6.608000e-01
-7.200000e-05,9.333333e-02,6.866667e-01
-7.184000e-05,1.109333e-01,7.082667e-01
-7.168000e-05,1.064000e-01,7.642667e-01
-7.152000e-05,1.458667e-01,8.032000e-01
-7.136000e-05,1.501333e-01,8.552000e-01
-7.120000e-05,1.544000e-01,8.810667e-01
-7.104000e-05,2.112000e-01,9.200000e-01
-7.088000e-05,2.197333e-01,9.760000e-01
-7.072000e-05,2.677333e-01,1.019200e+00
-7.056000e-05,2.808000e-01,1.066933e+00
-7.040000e-05,3.245333e-01,1.105600e+00
-7.024000e-05,3.549334e-01,1.161867e+00
-7.008000e-05,3.941333e-01,1.196533e+00
-6.992000e-05,4.378667e-01,1.261333e+00
-6.976000e-05,4.856000e-01,1.317333e+00
-6.960000e-05,5.336000e-01,1.365067e+00
-6.944000e-05,5.773333e-01,1.421067e+00
-6.928000e-05,5.946667e-01,1.477333e+00
-6.912000e-05,6.557333e-01,1.537867e+00
-6.896000e-05,7.122667e-01,1.563733e+00
-6.880000e-05,7.514667e-01,1.624267e+00
-6.864000e-05,7.994667e-01,1.693333e+00
-6.848000e-05,8.693333e-01,1.762400e+00
-6.832000e-05,8.866667e-01,1.827200e+00
-6.816000e-05,9.650667e-01,1.883467e+00
-6.800000e-05,1.026133e+00,1.944000e+00
-6.784000e-05,1.091467e+00,1.995733e+00
-6.768000e-05,1.148267e+00,2.077867e+00
-6.752000e-05,1.200533e+00,2.134133e+00
-6.736000e-05,1.270133e+00,2.185867e+00
-6.720000e-05,1.348533e+00,2.255200e+00
