Time(s),CH1V,CH2V
-3.900000e-05,9.040000e-01,6.434667e-01
-3.892200e-05,8.944000e-01,5.960000e-01
-3.884400e-05,8.082667e-01,5.709333e-01
-3.876600e-05,7.544000e-01,5.144000e-01
-3.868800e-05,7.122667e-01,4.813333e-01
-3.861000e-05,6.490667e-01,4.538667e-01
-3.853200e-05,6.197333e-01,4.112000e-01
-3.845400e-05,5.624000e-01,3.842667e-01
-3.837600e-05,5.378667e-01,3.237333e-01
-3.829800e-05,4.562667e-01,3.216000e-01
-3.822000e-05,4.509333e-01,2.816000e-01
-3.814200e-05,3.936000e-01,2.821333e-01
-3.806400e-05,3.616000e-01,2.352000e-01
-3.798600e-05,3.298667e-01,2.173333e-01
-3.790800e-05,2.885333e-01,1.920000e-01
-3.783000e-05,2.666667e-01,1.848000e-01
-3.775200e-05,2.024000e-01,1.768000e-01
-3.767400e-05,2.280000e-01,1.248000e-01
-3.759600e-05,1.565333e-01,1.304000e-01
-3.751800e-05,1.490667e-01,1.264000e-01
-3.744000e-05,1.304000e-01,1.120000e-01
-3.736200e-05,1.098667e-01,1.010667e-01
-3.728400e-05,1.000000e-01,1.152000e-01
-3.720600e-05,7.013334e-02,1.010667e-01
-3.712800e-05,6.720000e-02,7.306667e-02
-3.705000e-05,2.906667e-02,9.573334e-02
-3.697200e-05,3.573333e-02,9.253334e-02
-3.689400e-05,6.933333e-03,1.053333e-01
-3.681600e-05,1.280000e-02,1.098667e-01
-3.673800e-05,1.813333e-02,1.157333e-01
-3.666000e-05,-6.933333e-03,1.282667e-01
-3.658200e-05,1.066667e-02,1.282667e-01
-3.650400e-05,-1.120000e-02,1.768000e-01
-3.642600e-05,1.440000e-02,1.573333e-01
-3.634800e-05,7.466667e-03,1.757333e-01
-3.627000e-05,2.320000e-02,1.968000e-01
-3.619200e-05,3.013333e-02,2.264000e-01
-3.611400e-05,3.893333e-02,2.458667e-01
-3.603600e-05,6.613334e-02,2.621333e-01
-3.595800e-05,4.106667e-02,3.048000e-01
-3.588000e-05,1.021333e-01,3.064000e-01
-3.580200e-05,7.866666e-02,3.642667e-01
-3.572400e-05,1.370667e-01,3.896000e-01
-3.564600e-05,1.565333e-01,4.290667e-01
-3.556800e-05,1.762667e-01,4.512000e-01
-3.549000e-05,1.992000e-01,4.754667e-01
-3.541200e-05,2.242667e-01,5.418667e-01
-3.533400e-05,2.776000e-01,5.802667e-01
-3.525600e-05,2.634667e-01,6.304000e-01
-3.517800e-05,3.330667e-01,6.461334e-01
-3.510000e-05,3.440000e-01,6.962667e-01
-3.502200e-05,4.018667e-01,7.600000e-01
-3.494400e-05,4.442667e-01,8.032000e-01
-3.486600e-05,4.698667e-01,8.552000e-01
-3.478800e-05,5.325333e-01,9.101334e-01
-3.471000e-05,5.592000e-01,9.610667e-01
-3.463200e-05,6.165333e-01,9.933333e-01
-3.455400e-05,6.464000e-01,1.055467e+00
-3.447600e-05,7.112000e-01,1.113333e+00
-3.439800e-05,7.581334e-01,1.175467e+00
-3.432000e-05,8.234667e-01,1.226667e+00
-3.424200e-05,8.680000e-01,1.290400e+00
-3.416400e-05,9.216000e-01,1.348800e+00
