Time(s),CH1V,CH2V
-2.450000e-03,6.861333e-01,2.116800e+00
-2.445100e-03,6.442667e-01,2.094667e+00
-2.440200e-03,6.098667e-01,2.050933e+00
-2.435300e-03,5.773333e-01,2.018400e+00
-2.430400e-03,5.074667e-01,1.980800e+00
-2.425500e-03,4.976000e-01,1.952000e+00
-2.420600e-03,4.661333e-01,1.910400e+00
-2.415700e-03,4.213333e-01,1.870933e+00
-2.410800e-03,4.029333e-01,1.840267e+00
-2.405900e-03,3.637334e-01,1.791200e+00
-2.401000e-03,3.472000e-01,1.735467e+00
-2.396100e-03,3.090667e-01,1.706933e+00
-2.391200e-03,2.808000e-01,1.689067e+00
-2.386300e-03,2.578667e-01,1.664267e+00
-2.381400e-03,2.546667e-01,1.626400e+00
-2.376500e-03,2.405333e-01,1.596267e+00
-2.371600e-03,2.112000e-01,1.563733e+00
-2.366700e-03,1.832000e-01,1.543733e+00
-2.361800e-03,1.904000e-01,1.507467e+00
-2.356900e-03,1.840000e-01,1.479467e+00
-2.352000e-03,1.720000e-01,1.447200e+00
-2.347100e-03,1.570667e-01,1.424267e+00
-2.342200e-03,1.544000e-01,1.427733e+00
-2.337300e-03,1.538667e-01,1.373067e+00
-2.332400e-03,1.413333e-01,1.352000e+00
-2.327500e-03,1.424000e-01,1.328800e+00
-2.322600e-03,1.360000e-01,1.301333e+00
-2.317700e-03,1.490667e-01,1.276533e+00
-2.312800e-03,1.565333e-01,1.259200e+00
-2.307900e-03,1.565333e-01,1.247200e+00
-2.303000e-03,1.752000e-01,1.238667e+00
-2.298100e-03,1.840000e-01,1.197067e+00
-2.293200e-03,2.024000e-01,1.200800e+00
-2.288300e-03,2.176000e-01,1.176000e+00
-2.283400e-03,2.186667e-01,1.158667e+00
-2.278500e-03,2.378667e-01,1.156000e+00
-2.273600e-03,2.720000e-01,1.138133e+00
-2.268700e-03,2.829333e-01,1.136000e+00
-2.263800e-03,3.080000e-01,1.112267e+00
-2.258900e-03,3.261333e-01,1.100267e+00
-2.254000e-03,3.506667e-01,1.097067e+00
-2.249100e-03,3.888000e-01,1.104000e+00
-2.244200e-03,4.160000e-01,1.078667e+00
-2.239300e-03,4.536000e-01,1.086400e+00
-2.234400e-03,4.770667e-01,1.084000e+00
-2.229500e-03,5.032000e-01,1.074400e+00
-2.224600e-03,5.509334e-01,1.080800e+00
-2.219700e-03,5.936000e-01,1.076000e+00
-2.214800e-03,6.250667e-01,1.066933e+00
-2.209900e-03,6.642666e-01,1.080800e+00
-2.205000e-03,7.101333e-01,1.079733e+00
-2.200100e-03,7.624000e-01,1.077067e+00
-2.195200e-03,7.906667e-01,1.086400e+00
-2.190300e-03,8.408000e-01,1.087467e+00
-2.185400e-03,8.965334e-01,1.103467e+00
-2.180500e-03,9.421334e-01,1.109067e+00
-2.175600e-03,9.912000e-01,1.127467e+00
-2.170700e-03,1.027200e+00,1.119200e+00
-2.165800e-03,1.091467e+00,1.150133e+00
-2.160900e-03,1.147733e+00,1.145067e+00
-2.156000e-03,1.209067e+00,1.174933e+00
-2.151100e-03,1.249067e+00,1.179733e+00
-2.146200e-03,1.307200e+00,1.181333e+00
-2.141300e-03,1.362933e+00,1.200800e+00
-2.136400e-03,1.422667e+00,1.226667e+00
-2.131500e-03,1.482667e+00,1.242933e+00
-2.126600e-03,1.546933e+00,1.250400e+00
-2.121700e-03,1.599200e+00,1.276533e+00
-2.116800e-03,1.669067e+00,1.306667e+00
-2.111900e-03,1.724533e+00,1.326133e+00
-2.107000e-03,1.800800e+00,1.349867e+00
-2.102100e-03,1.872267e+00,1.375733e+00
-2.097200e-03,1.919467e+00,1.390933e+00
-2.092300e-03,1.990933e+00,1.422667e+00
-2.087400e-03,2.031733e+00,1.477333e+00
-2.082500e-03,2.112533e+00,1.490933e+00
