Time(s),CH1V,CH2V
-1.550000e-04,9.562667e-01,9.501333e-01
-1.546900e-04,8.960000e-01,9.128000e-01
-1.543800e-04,8.298666e-01,9.101334e-01
-1.540700e-04,7.821333e-01,9.106667e-01
-1.537600e-04,7.320000e-01,8.853334e-01
-1.534500e-04,6.976000e-01,9.016000e-01
-1.531400e-04,6.458667e-01,9.090667e-01
-1.528300e-04,6.005334e-01,8.962667e-01
-1.525200e-04,5.597333e-01,9.112000e-01
-1.522100e-04,5.253333e-01,8.848000e-01
-1.519000e-04,4.986667e-01,8.994667e-01
-1.515900e-04,4.541333e-01,9.053333e-01
-1.512800e-04,4.181333e-01,9.090667e-01
-1.509700e-04,3.909333e-01,9.106667e-01
-1.506600e-04,3.778667e-01,9.005333e-01
-1.503500e-04,3.304000e-01,8.890667e-01
-1.500400e-04,3.200000e-01,9.112000e-01
-1.497300e-04,2.906667e-01,9.338667e-01
-1.494200e-04,2.362667e-01,9.426666e-01
-1.491100e-04,2.352000e-01,9.474667e-01
-1.488000e-04,2.176000e-01,9.653333e-01
-1.484900e-04,1.941333e-01,9.954666e-01
-1.481800e-04,1.840000e-01,9.912000e-01
-1.478700e-04,1.512000e-01,1.018133e+00
-1.475600e-04,1.240000e-01,1.040800e+00
-1.472500e-04,1.256000e-01,1.043733e+00
-1.469400e-04,1.293333e-01,1.079733e+00
-1.466300e-04,1.277333e-01,1.100800e+00
-1.463200e-04,1.240000e-01,1.105600e+00
-1.460100e-04,1.288000e-01,1.120800e+00
-1.457000e-04,1.338667e-01,1.168267e+00
-1.453900e-04,1.392000e-01,1.178667e+00
-1.450800e-04,1.370667e-01,1.200800e+00
-1.447700e-04,1.277333e-01,1.225600e+00
-1.444600e-04,1.480000e-01,1.286133e+00
-1.441500e-04,1.304000e-01,1.309867e+00
-1.438400e-04,1.392000e-01,1.321867e+00
-1.435300e-04,1.648000e-01,1.363467e+00
-1.432200e-04,1.816000e-01,1.421067e+00
-1.429100e-04,1.784000e-01,1.462667e+00
-1.426000e-04,2.066667e-01,1.494667e+00
-1.422900e-04,2.221333e-01,1.517333e+00
-1.419800e-04,2.578667e-01,1.548533e+00
-1.416700e-04,2.917333e-01,1.586933e+00
-1.413600e-04,3.090667e-01,1.626400e+00
-1.410500e-04,3.370667e-01,1.652800e+00
-1.407400e-04,3.733333e-01,1.702133e+00
-1.404300e-04,4.218667e-01,1.708533e+00
-1.401200e-04,4.248000e-01,1.771200e+00
-1.398100e-04,4.698667e-01,1.810667e+00
-1.395000e-04,5.064000e-01,1.842400e+00
-1.391900e-04,5.413333e-01,1.903467e+00
-1.388800e-04,5.642667e-01,1.946133e+00
-1.385700e-04,6.072000e-01,1.998400e+00
-1.382600e-04,6.480000e-01,2.035733e+00
-1.379500e-04,6.768000e-01,2.077333e+00
-1.376400e-04,7.298667e-01,2.129867e+00
-1.373300e-04,7.712000e-01,2.166400e+00
-1.370200e-04,8.344000e-01,2.207467e+00
-1.367100e-04,8.674667e-01,2.258933e+00
-1.364000e-04,9.301333e-01,2.296000e+00
-1.360900e-04,9.869334e-01,2.331733e+00
-1.357800e-04,1.046933e+00,2.379200e+00
-1.354700e-04,1.100267e+00,2.430667e+00
-1.351600e-04,1.165600e+00,2.466667e+00
-1.348500e-04,1.202133e+00,2.505067e+00
-1.345400e-04,1.260267e+00,2.572533e+00
-1.342300e-04,1.332267e+00,2.607733e+00
-1.339200e-04,1.370400e+00,2.661333e+00
-1.336100e-04,1.440800e+00,2.698933e+00
-1.333000e-04,1.490400e+00,2.746667e+00
-1.329900e-04,1.543733e+00,2.790933e+00
-1.326800e-04,1.610133e+00,2.838400e+00
-1.323700e-04,1.670133e+00,2.892267e+00
-1.320600e-04,1.739733e+00,2.925867e+00
-1.317500e-04,1.820533e+00,2.971200e+00
-1.314400e-04,1.873867e+00,2.996000e+00
-1.311300e-04,1.937600e+00,3.056000e+00
-1.308200e-04,2.020800e+00,3.098667e+00
-1.305100e-04,2.088000e+00,3.138133e+00
-1.302000e-04,2.150667e+00,3.175467e+00
-1.298900e-04,2.216533e+00,3.233867e+00
-1.295800e-04,2.286667e+00,3.264000e+00
-1.292700e-04,2.342400e+00,3.302933e+00
-1.289600e-04,2.427200e+00,3.328800e+00
-1.286500e-04,2.470933e+00,3.370400e+00
-1.283400e-04,2.540533e+00,3.420533e+00
-1.280300e-04,2.588000e+00,3.468267e+00
-1.277200e-04,2.669333e+00,3.499467e+00
-1.274100e-04,2.752533e+00,3.512000e+00
-1.271000e-04,2.801067e+00,3.548000e+00
-1.267900e-04,2.881067e+00,3.579467e+00
-1.264800e-04,2.937333e+00,3.616267e+00
-1.261700e-04,3.016800e+00,3.645333e+00
-1.258600e-04,3.071200e+00,3.675467e+00
-1.255500e-04,3.147467e+00,3.711200e+00
-1.252400e-04,3.214133e+00,3.728533e+00
-1.249300e-04,3.290400e+00,3.762400e+00
-1.246200e-04,3.350133e+00,3.790133e+00
-1.243100e-04,3.423733e+00,3.819200e+00
-1.240000e-04,3.466667e+00,3.838667e+00
-1.236900e-04,3.520267e+00,3.869867e+00
-1.233800e-04,3.565867e+00,3.894933e+00
-1.230700e-04,3.643733e+00,3.929867e+00
-1.227600e-04,3.680267e+00,3.931467e+00
-1.224500e-04,3.731467e+00,3.941333e+00
-1.221400e-04,3.807733e+00,3.968267e+00
-1.218300e-04,3.868800e+00,3.984533e+00
-1.215200e-04,3.930933e+00,4.000800e+00
-1.212100e-04,3.983200e+00,4.004533e+00
-1.209000e-04,4.045333e+00,4.013600e+00
-1.205900e-04,4.110133e+00,4.049334e+00
-1.202800e-04,4.150933e+00,4.056800e+00
-1.199700e-04,4.202133e+00,4.049867e+00
-1.196600e-04,4.236000e+00,4.062133e+00
-1.193500e-04,4.274133e+00,4.048267e+00
-1.190400e-04,4.308000e+00,4.078400e+00
-1.187300e-04,4.369600e+00,4.079467e+00
-1.184200e-04,4.394134e+00,4.082667e+00
-1.181100e-04,4.426133e+00,4.085067e+00
-1.178000e-04,4.469333e+00,4.069867e+00
-1.174900e-04,4.499200e+00,4.068800e+00
-1.171800e-04,4.543200e+00,4.075200e+00
-1.168700e-04,4.582933e+00,4.075733e+00
-1.165600e-04,4.626133e+00,4.076267e+00
-1.162500e-04,4.651733e+00,4.046134e+00
-1.159400e-04,4.678400e+00,4.060000e+00
-1.156300e-04,4.708800e+00,4.044533e+00
-1.153200e-04,4.743733e+00,4.035200e+00
-1.150100e-04,4.736267e+00,4.008800e+00
-1.147000e-04,4.773067e+00,4.040534e+00
-1.143900e-04,4.792267e+00,3.995200e+00
-1.140800e-04,4.789600e+00,3.981333e+00
-1.137700e-04,4.809067e+00,3.959733e+00
-1.134600e-04,4.802667e+00,3.940267e+00
-1.131500e-04,4.838667e+00,3.926133e+00
-1.128400e-04,4.839734e+00,3.905600e+00
-1.125300e-04,4.836267e+00,3.892800e+00
-1.122200e-04,4.853867e+00,3.869867e+00
-1.119100e-04,4.857067e+00,3.851733e+00
-1.116000e-04,4.878933e+00,3.830133e+00
-1.112900e-04,4.875200e+00,3.794933e+00
-1.109800e-04,4.862667e+00,3.776000e+00
-1.106700e-04,4.877867e+00,3.745333e+00
-1.103600e-04,4.874400e+00,3.698133e+00
-1.100500e-04,4.868534e+00,3.681067e+00
-1.097400e-04,4.848267e+00,3.661600e+00
-1.094300e-04,4.839200e+00,3.626400e+00
-1.091200e-04,4.826667e+00,3.603200e+00
-1.088100e-04,4.803733e+00,3.561067e+00
