t	y
6,687500E-1	-3,445516E-1
6,697917E-1	-3,475420E-1
6,708333E-1	-3,503436E-1
6,718750E-1	-3,528822E-1
6,729167E-1	-3,557288E-1
6,739583E-1	-3,587521E-1
6,750000E-1	-3,615364E-1
6,760417E-1	-3,645184E-1
6,770833E-1	-3,674994E-1
6,781250E-1	-3,703919E-1
6,791667E-1	-3,729958E-1
6,802083E-1	-3,760072E-1
6,812500E-1	-3,788174E-1
6,822917E-1	-3,817718E-1
6,833333E-1	-3,847282E-1
6,843750E-1	-3,877946E-1
6,854167E-1	-3,906327E-1
6,864583E-1	-3,937437E-1
6,875000E-1	-3,967868E-1
6,885417E-1	-4,000698E-1
6,895833E-1	-4,029563E-1
6,906250E-1	-4,061466E-1
6,916667E-1	-4,091885E-1
6,927083E-1	-4,122767E-1
6,937500E-1	-4,153447E-1
6,947917E-1	-4,183442E-1
6,958333E-1	-4,214337E-1
6,968750E-1	-4,246324E-1
6,979167E-1	-4,277684E-1
6,989583E-1	-4,309224E-1
7,000000E-1	-4,340523E-1
7,010417E-1	-4,370520E-1
7,020833E-1	-4,402393E-1
7,031250E-1	-4,433164E-1
7,041667E-1	-4,465033E-1
7,052083E-1	-4,494548E-1
7,062500E-1	-4,528484E-1
7,072917E-1	-4,558215E-1
7,083333E-1	-4,589990E-1
7,093750E-1	-4,621964E-1
7,104167E-1	-4,651785E-1
7,114583E-1	-4,682431E-1
7,125000E-1	-4,714079E-1
7,135417E-1	-4,747092E-1
7,145833E-1	-4,779715E-1
7,156250E-1	-4,810246E-1
7,166667E-1	-4,841678E-1
7,177083E-1	-4,874278E-1
7,187500E-1	-4,906576E-1
7,197917E-1	-4,937510E-1
7,208333E-1	-4,970176E-1
7,218750E-1	-5,003849E-1
7,229167E-1	-5,037647E-1
7,239583E-1	-5,072562E-1
7,250000E-1	-5,105290E-1
7,260417E-1	-5,138459E-1
7,270833E-1	-5,169314E-1
7,281250E-1	-5,204102E-1
7,291667E-1	-5,239986E-1
7,302083E-1	-5,274779E-1
7,312500E-1	-5,307770E-1
7,322917E-1	-5,340237E-1
7,333333E-1	-5,377207E-1
7,343750E-1	-5,411751E-1
7,354167E-1	-5,446013E-1
7,364583E-1	-5,479982E-1
7,375000E-1	-5,518502E-1
7,385417E-1	-5,553342E-1
7,395833E-1	-5,586171E-1
7,406250E-1	-5,623703E-1
7,416667E-1	-5,659859E-1
7,427083E-1	-5,694894E-1
7,437500E-1	-5,733866E-1
7,447917E-1	-5,767532E-1
7,458333E-1	-5,801881E-1
7,468750E-1	-5,840440E-1
7,479167E-1	-5,877239E-1
7,489583E-1	-5,913237E-1
7,500000E-1	-5,949729E-1
7,510417E-1	-5,987768E-1
7,520833E-1	-6,023875E-1
7,531250E-1	-6,059131E-1
7,541667E-1	-6,097426E-1
7,552083E-1	-6,135420E-1
7,562500E-1	-6,172940E-1
7,572917E-1	-6,213656E-1
7,583333E-1	-6,247486E-1
7,593750E-1	-6,285371E-1
7,604167E-1	-6,324413E-1
7,614583E-1	-6,361164E-1
7,625000E-1	-6,396139E-1
7,635417E-1	-6,436310E-1
7,645833E-1	-6,477114E-1
7,656250E-1	-6,511728E-1
7,666667E-1	-6,551868E-1
7,677083E-1	-6,588718E-1
7,687500E-1	-6,629117E-1
7,697917E-1	-6,667547E-1
7,708333E-1	-6,706524E-1
7,718750E-1	-6,744463E-1
7,729167E-1	-6,784631E-1
7,739583E-1	-6,820781E-1
7,750000E-1	-6,862671E-1
7,760417E-1	-6,899934E-1
7,770833E-1	-6,942076E-1
7,781250E-1	-6,981583E-1
7,791667E-1	-7,020452E-1
7,802083E-1	-7,061972E-1
7,812500E-1	-7,101748E-1
7,822917E-1	-7,139878E-1
7,833333E-1	-7,182351E-1
7,843750E-1	-7,221575E-1
7,854167E-1	-7,262183E-1
7,864583E-1	-7,302787E-1
7,875000E-1	-7,344001E-1
7,885417E-1	-7,384866E-1
7,895833E-1	-7,423223E-1
7,906250E-1	-7,466549E-1
7,916667E-1	-7,507678E-1
7,927083E-1	-7,551273E-1
7,937500E-1	-7,592614E-1
7,947917E-1	-7,632637E-1
7,958333E-1	-7,677550E-1
7,968750E-1	-7,716752E-1
7,979167E-1	-7,756611E-1
7,989583E-1	-7,802084E-1
8,000000E-1	-7,842831E-1
8,010417E-1	-7,887035E-1
8,020833E-1	-7,927964E-1
8,031250E-1	-7,971707E-1
8,041667E-1	-8,011892E-1
8,052083E-1	-8,055794E-1
8,062500E-1	-8,099990E-1
8,072917E-1	-8,142628E-1
8,083333E-1	-8,185967E-1
8,093750E-1	-8,230476E-1
8,104167E-1	-8,268915E-1
8,114583E-1	-8,312184E-1
8,125000E-1	-8,358887E-1
8,135417E-1	-8,400634E-1
8,145833E-1	-8,447580E-1
8,156250E-1	-8,490413E-1
8,166667E-1	-8,533950E-1
8,177083E-1	-8,577399E-1
8,187500E-1	-8,623746E-1
8,197917E-1	-8,668338E-1
8,208333E-1	-8,712836E-1
8,218750E-1	-8,758324E-1
8,229167E-1	-8,801695E-1
8,239583E-1	-8,849314E-1
8,250000E-1	-8,894335E-1
8,260417E-1	-8,939790E-1
8,270833E-1	-8,985092E-1
8,281250E-1	-9,033474E-1
8,291667E-1	-9,077195E-1
8,302083E-1	-9,123708E-1
8,312500E-1	-9,168706E-1
8,322917E-1	-9,215821E-1
8,333333E-1	-9,263398E-1
8,343750E-1	-9,311461E-1
8,354167E-1	-9,357951E-1
8,364583E-1	-9,404428E-1
8,375000E-1	-9,452461E-1
8,385417E-1	-9,497385E-1
8,395833E-1	-9,544242E-1
8,406250E-1	-9,593312E-1
8,416667E-1	-9,637113E-1
8,427083E-1	-9,685932E-1
