t	y
4,625000E-1	-2,118569E-2
4,635417E-1	-2,203922E-2
4,645833E-1	-2,497676E-2
4,656250E-1	-2,539014E-2
4,666667E-1	-2,575835E-2
4,677083E-1	-2,617153E-2
4,687500E-1	-2,739431E-2
4,697917E-1	-2,800793E-2
4,708333E-1	-2,837008E-2
4,718750E-1	-2,876211E-2
4,729167E-1	-2,981563E-2
4,739583E-1	-3,082376E-2
4,750000E-1	-3,132646E-2
4,760417E-1	-3,179654E-2
4,770833E-1	-3,189717E-2
4,781250E-1	-3,358064E-2
4,791667E-1	-3,405974E-2
4,802083E-1	-3,471529E-2
4,812500E-1	-3,503489E-2
4,822917E-1	-3,674254E-2
4,833333E-1	-3,748580E-2
4,843750E-1	-3,800957E-2
4,854167E-1	-3,819959E-2
4,864583E-1	-4,009725E-2
4,875000E-1	-4,064395E-2
4,885417E-1	-4,114056E-2
4,895833E-1	-4,128201E-2
4,906250E-1	-4,346998E-2
4,916667E-1	-4,398106E-2
4,927083E-1	-4,601364E-2
4,937500E-1	-4,658987E-2
4,947917E-1	-4,841232E-2
4,958333E-1	-4,896470E-2
4,968750E-1	-4,958885E-2
4,979167E-1	-5,009353E-2
4,989583E-1	-5,182993E-2
5,000000E-1	-5,274185E-2
5,010417E-1	-5,340043E-2
5,020833E-1	-5,482949E-2
5,031250E-1	-5,615881E-2
5,041667E-1	-5,665531E-2
5,052083E-1	-5,804204E-2
5,062500E-1	-5,920666E-2
5,072917E-1	-6,020029E-2
5,083333E-1	-6,113719E-2
5,093750E-1	-6,241402E-2
5,104167E-1	-6,357969E-2
5,114583E-1	-6,472024E-2
5,125000E-1	-6,564388E-2
5,135417E-1	-6,667493E-2
5,145833E-1	-6,792083E-2
5,156250E-1	-6,902406E-2
5,166667E-1	-7,018764E-2
5,177083E-1	-7,192294E-2
5,187500E-1	-7,271920E-2
5,197917E-1	-7,427421E-2
5,208333E-1	-7,544175E-2
5,218750E-1	-7,611698E-2
5,229167E-1	-7,784930E-2
5,239583E-1	-7,902458E-2
5,250000E-1	-8,060351E-2
5,260417E-1	-8,175781E-2
5,270833E-1	-8,283598E-2
5,281250E-1	-8,417699E-2
5,291667E-1	-8,516708E-2
5,302083E-1	-8,695002E-2
5,312500E-1	-8,812515E-2
5,322917E-1	-8,916103E-2
5,333333E-1	-9,065462E-2
5,343750E-1	-9,218237E-2
5,354167E-1	-9,335743E-2
5,364583E-1	-9,462104E-2
5,375000E-1	-9,627902E-2
5,385417E-1	-9,779330E-2
5,395833E-1	-9,927428E-2
5,406250E-1	-1,004531E-1
5,416667E-1	-1,023214E-1
5,427083E-1	-1,034865E-1
5,437500E-1	-1,054145E-1
5,447917E-1	-1,064424E-1
5,458333E-1	-1,082616E-1
5,468750E-1	-1,094610E-1
5,479167E-1	-1,110808E-1
5,489583E-1	-1,124868E-1
5,500000E-1	-1,142513E-1
5,510417E-1	-1,156680E-1
5,520833E-1	-1,174105E-1
5,531250E-1	-1,189741E-1
5,541667E-1	-1,205539E-1
5,552083E-1	-1,219534E-1
5,562500E-1	-1,236355E-1
5,572917E-1	-1,251986E-1
5,583333E-1	-1,269462E-1
5,593750E-1	-1,284834E-1
5,604167E-1	-1,299501E-1
5,614583E-1	-1,316175E-1
5,625000E-1	-1,332513E-1
5,635417E-1	-1,349829E-1
5,645833E-1	-1,364852E-1
5,656250E-1	-1,381711E-1
5,666667E-1	-1,395374E-1
5,677083E-1	-1,413637E-1
5,687500E-1	-1,434058E-1
5,697917E-1	-1,450803E-1
5,708333E-1	-1,465272E-1
5,718750E-1	-1,480035E-1
5,729167E-1	-1,499163E-1
5,739583E-1	-1,515322E-1
5,750000E-1	-1,533728E-1
5,760417E-1	-1,549147E-1
5,770833E-1	-1,571085E-1
5,781250E-1	-1,589115E-1
5,791667E-1	-1,608428E-1
5,802083E-1	-1,623309E-1
5,812500E-1	-1,642329E-1
5,822917E-1	-1,659784E-1
5,833333E-1	-1,679941E-1
5,843750E-1	-1,699512E-1
5,854167E-1	-1,715063E-1
5,864583E-1	-1,736527E-1
5,875000E-1	-1,755838E-1
5,885417E-1	-1,774547E-1
5,895833E-1	-1,797718E-1
5,906250E-1	-1,816510E-1
5,916667E-1	-1,834073E-1
5,927083E-1	-1,854625E-1
5,937500E-1	-1,874901E-1
5,947917E-1	-1,894683E-1
5,958333E-1	-1,913615E-1
5,968750E-1	-1,931114E-1
5,979167E-1	-1,951919E-1
5,989583E-1	-1,971792E-1
6,000000E-1	-1,993242E-1
6,010417E-1	-2,013140E-1
6,020833E-1	-2,035221E-1
6,031250E-1	-2,056373E-1
6,041667E-1	-2,075473E-1
6,052083E-1	-2,099123E-1
6,062500E-1	-2,117900E-1
6,072917E-1	-2,139559E-1
6,083333E-1	-2,159320E-1
6,093750E-1	-2,180702E-1
6,104167E-1	-2,201167E-1
6,114583E-1	-2,225521E-1
6,125000E-1	-2,245588E-1
6,135417E-1	-2,268666E-1
6,145833E-1	-2,287260E-1
6,156250E-1	-2,306992E-1
6,166667E-1	-2,331921E-1
6,177083E-1	-2,351656E-1
6,187500E-1	-2,378403E-1
6,197917E-1	-2,398622E-1
6,208333E-1	-2,422269E-1
6,218750E-1	-2,444897E-1
6,229167E-1	-2,467065E-1
6,239583E-1	-2,488856E-1
6,250000E-1	-2,511478E-1
6,260417E-1	-2,537220E-1
6,270833E-1	-2,560930E-1
6,281250E-1	-2,581934E-1
6,291667E-1	-2,604348E-1
6,302083E-1	-2,630718E-1
6,312500E-1	-2,654740E-1
6,322917E-1	-2,675916E-1
6,333333E-1	-2,699305E-1
6,343750E-1	-2,723974E-1
6,354167E-1	-2,751809E-1
6,364583E-1	-2,773591E-1
6,375000E-1	-2,799836E-1
6,385417E-1	-2,820612E-1
6,395833E-1	-2,846449E-1
6,406250E-1	-2,879915E-1
6,416667E-1	-2,905648E-1
6,427083E-1	-2,932301E-1
6,437500E-1	-2,954062E-1
6,447917E-1	-2,978996E-1
6,458333E-1	-3,003230E-1
6,468750E-1	-3,030160E-1
6,479167E-1	-3,055645E-1
6,489583E-1	-3,078585E-1
6,500000E-1	-3,105296E-1
6,510417E-1	-3,128567E-1
6,520833E-1	-3,156034E-1
6,531250E-1	-3,184079E-1
6,541667E-1	-3,211044E-1
6,552083E-1	-3,233083E-1
6,562500E-1	-3,261556E-1
6,572917E-1	-3,288799E-1
6,583333E-1	-3,312484E-1
6,593750E-1	-3,342326E-1
6,604167E-1	-3,369348E-1
6,614583E-1	-3,390901E-1
6,625000E-1	-3,419842E-1
6,635417E-1	-3,448239E-1
6,645833E-1	-3,475804E-1
6,656250E-1	-3,499824E-1
6,666667E-1	-3,530020E-1
6,677083E-1	-3,557938E-1
6,687500E-1	-3,587510E-1
6,697917E-1	-3,611314E-1
6,708333E-1	-3,639119E-1
6,718750E-1	-3,667140E-1
6,729167E-1	-3,698785E-1
6,739583E-1	-3,728799E-1
6,750000E-1	-3,755265E-1
6,760417E-1	-3,781423E-1
6,770833E-1	-3,808992E-1
6,781250E-1	-3,837715E-1
6,791667E-1	-3,868498E-1
6,802083E-1	-3,898994E-1
6,812500E-1	-3,930291E-1
6,822917E-1	-3,960717E-1
6,833333E-1	-3,991777E-1
6,843750E-1	-4,021667E-1
6,854167E-1	-4,043481E-1
6,864583E-1	-4,071935E-1
6,875000E-1	-4,103642E-1
6,885417E-1	-4,133738E-1
6,895833E-1	-4,162952E-1
6,906250E-1	-4,194198E-1
6,916667E-1	-4,228094E-1
6,927083E-1	-4,257870E-1
6,937500E-1	-4,288457E-1
6,947917E-1	-4,319533E-1
6,958333E-1	-4,350148E-1
6,968750E-1	-4,380012E-1
6,979167E-1	-4,408893E-1
6,989583E-1	-4,436544E-1
7,000000E-1	-4,466228E-1
7,010417E-1	-4,496555E-1
7,020833E-1	-4,526195E-1
7,031250E-1	-4,557519E-1
7,041667E-1	-4,588579E-1
7,052083E-1	-4,621785E-1
7,062500E-1	-4,651028E-1
7,072917E-1	-4,681838E-1
7,083333E-1	-4,713464E-1
7,093750E-1	-4,745689E-1
7,104167E-1	-4,776031E-1
7,114583E-1	-4,809463E-1
7,125000E-1	-4,840952E-1
7,135417E-1	-4,871697E-1
7,145833E-1	-4,902023E-1
7,156250E-1	-4,934351E-1
7,166667E-1	-4,965348E-1
7,177083E-1	-4,997599E-1
7,187500E-1	-5,029035E-1
7,197917E-1	-5,060541E-1
7,208333E-1	-5,092193E-1
7,218750E-1	-5,124190E-1
7,229167E-1	-5,155868E-1
7,239583E-1	-5,188597E-1
7,250000E-1	-5,223036E-1
7,260417E-1	-5,259228E-1
7,270833E-1	-5,294237E-1
7,281250E-1	-5,328426E-1
7,291667E-1	-5,361186E-1
7,302083E-1	-5,392765E-1
7,312500E-1	-5,432274E-1
7,322917E-1	-5,464385E-1
7,333333E-1	-5,497704E-1
7,343750E-1	-5,530976E-1
7,354167E-1	-5,563787E-1
7,364583E-1	-5,594742E-1
7,375000E-1	-5,627844E-1
7,385417E-1	-5,673303E-1
7,395833E-1	-5,707461E-1
7,406250E-1	-5,741334E-1
7,416667E-1	-5,777303E-1
7,427083E-1	-5,810236E-1
7,437500E-1	-5,843797E-1
7,447917E-1	-5,882185E-1
7,458333E-1	-5,922165E-1
7,468750E-1	-5,956294E-1
7,479167E-1	-5,992155E-1
7,489583E-1	-6,029558E-1
7,500000E-1	-6,062827E-1
7,510417E-1	-6,104865E-1
7,520833E-1	-6,142236E-1
7,531250E-1	-6,179742E-1
7,541667E-1	-6,213105E-1
7,552083E-1	-6,248481E-1
7,562500E-1	-6,286293E-1
7,572917E-1	-6,324000E-1
7,583333E-1	-6,361348E-1
7,593750E-1	-6,399066E-1
7,604167E-1	-6,437353E-1
7,614583E-1	-6,477427E-1
7,625000E-1	-6,513333E-1
7,635417E-1	-6,551327E-1
7,645833E-1	-6,589053E-1
7,656250E-1	-6,626641E-1
7,666667E-1	-6,669062E-1
7,677083E-1	-6,702109E-1
7,687500E-1	-6,742092E-1
7,697917E-1	-6,779410E-1
7,708333E-1	-6,822626E-1
7,718750E-1	-6,859812E-1
7,729167E-1	-6,897528E-1
7,739583E-1	-6,934820E-1
7,750000E-1	-6,979915E-1
7,760417E-1	-7,017595E-1
7,770833E-1	-7,054369E-1
7,781250E-1	-7,094099E-1
7,791667E-1	-7,135408E-1
7,802083E-1	-7,173892E-1
7,812500E-1	-7,210886E-1
7,822917E-1	-7,256760E-1
7,833333E-1	-7,294172E-1
7,843750E-1	-7,333939E-1
7,854167E-1	-7,373951E-1
7,864583E-1	-7,417902E-1
7,875000E-1	-7,455568E-1
7,885417E-1	-7,497327E-1
7,895833E-1	-7,539886E-1
7,906250E-1	-7,581230E-1
7,916667E-1	-7,619301E-1
7,927083E-1	-7,662172E-1
7,937500E-1	-7,702309E-1
7,947917E-1	-7,745739E-1
7,958333E-1	-7,787141E-1
7,968750E-1	-7,829473E-1
7,979167E-1	-7,873882E-1
7,989583E-1	-7,913094E-1
8,000000E-1	-7,956467E-1
8,010417E-1	-8,001355E-1
8,020833E-1	-8,041869E-1
8,031250E-1	-8,082690E-1
8,041667E-1	-8,124320E-1
8,052083E-1	-8,167885E-1
8,062500E-1	-8,209767E-1
8,072917E-1	-8,252461E-1
8,083333E-1	-8,301354E-1
8,093750E-1	-8,345887E-1
8,104167E-1	-8,389184E-1
8,114583E-1	-8,430673E-1
8,125000E-1	-8,474395E-1
8,135417E-1	-8,518406E-1
8,145833E-1	-8,563330E-1
8,156250E-1	-8,606820E-1
8,166667E-1	-8,653206E-1
8,177083E-1	-8,696321E-1
8,187500E-1	-8,744289E-1
8,197917E-1	-8,787254E-1
8,208333E-1	-8,829272E-1
8,218750E-1	-8,876744E-1
8,229167E-1	-8,920889E-1
8,239583E-1	-8,976932E-1
8,250000E-1	-9,019822E-1
8,260417E-1	-9,069912E-1
8,270833E-1	-9,116478E-1
8,281250E-1	-9,161438E-1
8,291667E-1	-9,206248E-1
8,302083E-1	-9,252923E-1
8,312500E-1	-9,297687E-1
8,322917E-1	-9,345747E-1
8,333333E-1	-9,394381E-1
8,343750E-1	-9,440058E-1
8,354167E-1	-9,482403E-1
8,364583E-1	-9,532782E-1
8,375000E-1	-9,583257E-1
8,385417E-1	-9,628859E-1
8,395833E-1	-9,675474E-1
8,406250E-1	-9,722786E-1
8,416667E-1	-9,770209E-1
8,427083E-1	-9,817941E-1
8,437500E-1	-9,865858E-1
8,447917E-1	-9,912739E-1
8,458333E-1	-9,973580E-1
