"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.856459708E0,-4.716577232E-1,1.001733971E1,1.310825497E-1,1.002929401E1
3.861427520E0,-4.908113480E-1,1.001733971E1,1.358709484E-1,1.003027674E1
3.866395333E0,-5.051765442E-1,1.001255131E1,1.310825497E-1,1.002614431E1
3.871363145E0,-5.195417404E-1,1.002691650E1,1.262941360E-1,1.004116171E1
3.876330958E0,-5.099649429E-1,1.002691650E1,1.310825497E-1,1.004073212E1
3.881298770E0,-5.003881454E-1,1.003170490E1,1.262941360E-1,1.004497097E1
3.886266583E0,-5.099649429E-1,1.003649330E1,1.406593472E-1,1.005042522E1
3.891234395E0,-4.908113480E-1,1.003170490E1,1.358709484E-1,1.004462343E1
3.896202208E0,-4.716577232E-1,1.002212811E1,1.358709484E-1,1.003414041E1
3.901170020E0,-4.429273009E-1,1.002691650E1,1.358709484E-1,1.003761426E1
3.906137833E0,-4.333505034E-1,1.003170490E1,1.454477459E-1,1.004211387E1
3.911105645E0,-3.902548850E-1,1.002691650E1,1.454477459E-1,1.003556219E1
3.916073458E0,-3.615244627E-1,1.001733971E1,1.502361596E-1,1.002498706E1
3.921041270E0,-3.232172430E-1,1.001255131E1,1.406593472E-1,1.001875432E1
3.926009083E0,-2.801215947E-1,1.001255131E1,1.406593472E-1,1.001745661E1
3.930976895E0,-2.274491638E-1,9.998186111E0,1.406593472E-1,1.000176203E1
3.935944708E0,-1.939303428E-1,9.998186111E0,1.406593472E-1,1.000105592E1
3.940912520E0,-1.460463107E-1,9.988609314E0,1.550245583E-1,9.990879749E0
3.945880333E0,-8.858546615E-2,9.974244118E0,1.550245583E-1,9.975842106E0
3.950848145E0,-3.112462163E-2,9.959878922E0,1.550245583E-1,9.961133946E0
3.955815958E0,3.591302410E-2,9.950302124E0,1.550245583E-1,9.951574484E0
3.960783770E0,8.379705995E-2,9.931148529E0,1.598129570E-1,9.932787788E0
3.965751583E0,1.412578970E-1,9.916783333E0,1.598129570E-1,9.919076854E0
3.970719395E0,1.939303428E-1,9.897629738E0,1.502361596E-1,9.900669387E0
3.975687208E0,2.418143749E-1,9.873687744E0,1.550245583E-1,9.877864976E0
3.980655020E0,2.849099934E-1,9.854534149E0,1.693897694E-1,9.860106992E0
3.985622833E0,3.375824392E-1,9.840168953E0,1.598129570E-1,9.847254801E0
3.990590645E0,3.998316824E-1,9.806650162E0,1.646013707E-1,9.816177789E0
3.995558458E0,4.477157295E-1,9.777919769E0,1.598129570E-1,9.789469065E0
4.000526270E0,4.908113480E-1,9.753977776E0,1.741781682E-1,9.767871634E0
4.005494083E0,5.339069963E-1,9.739612579E0,1.693897694E-1,9.755706165E0
4.010461895E0,5.626373887E-1,9.710882187E0,1.646013707E-1,9.728560391E0
4.015429708E0,6.057330370E-1,9.696516991E0,1.693897694E-1,9.716894934E0
4.020397520E0,6.200982332E-1,9.677363396E0,1.598129570E-1,9.698526914E0
4.025365333E0,6.488286853E-1,9.648633003E0,1.550245583E-1,9.671666356E0
4.030333145E0,6.679822803E-1,9.648633003E0,1.598129570E-1,9.673048089E0
4.035300958E0,6.727706790E-1,9.624691010E0,1.502361596E-1,9.649345487E0
4.040268770E0,6.823474765E-1,9.619902611E0,1.406593472E-1,9.645097686E0
4.045236583E0,6.871358752E-1,9.605537415E0,1.454477459E-1,9.631181640E0
4.050204343E0,6.823474765E-1,9.615114212E0,1.358709484E-1,9.640253124E0
4.055172103E0,6.775590777E-1,9.610325813E0,1.454477459E-1,9.635279113E0
4.060139864E0,6.631938815E-1,9.605537415E0,1.406593472E-1,9.629431977E0
4.065107624E0,6.488286853E-1,9.619902611E0,1.454477459E-1,9.642855384E0
4.070075385E0,6.296750307E-1,9.629479408E0,1.358709484E-1,9.651001255E0
4.075043145E0,5.961562395E-1,9.639056206E0,1.406593472E-1,9.658498426E0
4.080010906E0,5.626373887E-1,9.662998199E0,1.454477459E-1,9.680457121E0
4.084978666E0,5.339069963E-1,9.677363396E0,1.454477459E-1,9.693171515E0
4.089946426E0,4.955997467E-1,9.691728592E0,1.502361596E-1,9.705554755E0
4.094914187E0,4.477157295E-1,9.725247383E0,1.406593472E-1,9.736563618E0
4.099881947E0,4.141969085E-1,9.739612579E0,1.406593472E-1,9.749430616E0
4.104849708E0,3.615244627E-1,9.753977776E0,1.406593472E-1,9.761688759E0
4.109817468E0,3.136404157E-1,9.792284966E0,1.550245583E-1,9.798532940E0
4.114785228E0,2.561795712E-1,9.801861763E0,1.454477459E-1,9.806287628E0
4.119752989E0,1.939303428E-1,9.830592155E0,1.502361596E-1,9.833652526E0
4.124720749E0,1.412578970E-1,9.859322548E0,1.502361596E-1,9.861478885E0
4.129688510E0,8.379705995E-2,9.873687744E0,1.502361596E-1,9.875186202E0
4.134656270E0,3.112462163E-2,9.888052940E0,1.550245583E-1,9.889317080E0
4.139624031E0,-2.633621916E-2,9.907206535E0,1.550245583E-1,9.908454347E0
4.144591791E0,-8.858546615E-2,9.916783333E0,1.502361596E-1,9.918316891E0
4.149559551E0,-1.508347094E-1,9.940725327E0,1.550245583E-1,9.943078182E0
4.154527312E0,-1.891419291E-1,9.935936928E0,1.741781682E-1,9.939263320E0
4.159495072E0,-2.466027737E-1,9.950302124E0,1.646013707E-1,9.954718424E0
4.164462833E0,-2.896983922E-1,9.950302124E0,1.693897694E-1,9.955959542E0
4.169430593E0,-3.471592367E-1,9.969455719E0,1.741781682E-1,9.977018838E0
4.174398353E0,-3.806780577E-1,9.969455719E0,1.693897694E-1,9.978158949E0
4.179366114E0,-4.094084799E-1,9.959878922E0,1.693897694E-1,9.969729000E0
4.184333874E0,-4.525041282E-1,9.974244118E0,1.837549806E-1,9.986194050E0
4.189301635E0,-4.812345505E-1,9.959878922E0,1.741781682E-1,9.973019245E0
4.194269395E0,-5.051765442E-1,9.969455719E0,1.837549806E-1,9.983937929E0
4.199237156E0,-5.147533417E-1,9.974244118E0,1.885433793E-1,9.989297539E0
4.204204916E0,-5.434837937E-1,9.964667320E0,1.885433793E-1,9.981258340E0
4.209172676E0,-5.530605912E-1,9.955090523E0,1.789665818E-1,9.972047552E0
4.214140437E0,-5.578489900E-1,9.969455719E0,1.933317930E-1,9.986922449E0
4.219108197E0,-5.674257874E-1,9.959878922E0,1.789665818E-1,9.977634449E0
4.224075958E0,-5.626373887E-1,9.969455719E0,1.885433793E-1,9.987099517E0
4.229043718E0,-5.626373887E-1,9.955090523E0,1.837549806E-1,9.972670357E0
4.234011478E0,-5.386953950E-1,9.950302124E0,1.837549806E-1,9.966567663E0
4.238979239E0,-5.243301988E-1,9.964667320E0,1.741781682E-1,9.979972695E0
4.243946999E0,-5.147533417E-1,9.955090523E0,1.741781682E-1,9.969911552E0
4.248914760E0,-4.812345505E-1,9.955090523E0,1.741781682E-1,9.968237158E0
4.253882520E0,-4.429273009E-1,9.950302124E0,1.693897694E-1,9.961595748E0
4.258850281E0,-4.237737060E-1,9.945513725E0,1.646013707E-1,9.955898805E0
4.263818041E0,-3.663128614E-1,9.926360130E0,1.693897694E-1,9.934561059E0
4.268785801E0,-3.375824392E-1,9.931148529E0,1.693897694E-1,9.938328124E0
4.273753562E0,-2.896983922E-1,9.921571732E0,1.693897694E-1,9.927245523E0
4.278721322E0,-2.418143749E-1,9.902418137E0,1.598129570E-1,9.906659342E0
4.283689083E0,-1.939303428E-1,9.902418137E0,1.502361596E-1,9.905456316E0
4.288656843E0,-1.364694983E-1,9.878476143E0,1.502361596E-1,9.880561003E0
4.293624603E0,-9.337386489E-2,9.868899345E0,1.502361596E-1,9.870484480E0
4.298592364E0,-3.591302410E-2,9.849745750E0,1.502361596E-1,9.850956908E0
4.303560124E0,7.182605099E-3,9.840168953E0,1.454477459E-1,9.841246448E0
4.308527885E0,6.943184882E-2,9.811438560E0,1.310825497E-1,9.812559811E0
4.313495645E0,1.221042871E-1,9.787496567E0,1.215057373E-1,9.789012317E0
4.318463406E0,1.747767180E-1,9.773131371E0,1.310825497E-1,9.775572941E0
4.323431166E0,2.322375625E-1,9.758766174E0,1.262941360E-1,9.762346119E0
4.328398926E0,2.896983922E-1,9.730035782E0,1.262941360E-1,9.735166752E0
4.333366687E0,3.280056417E-1,9.706093788E0,1.167173311E-1,9.712335829E0
4.338334447E0,3.854664862E-1,9.696516991E0,1.215057373E-1,9.704936363E0
4.343302260E0,4.094084799E-1,9.672574997E0,1.167173311E-1,9.681939130E0
4.348270072E0,4.620809257E-1,9.639056206E0,1.215057373E-1,9.650890475E0
4.353237885E0,5.003881454E-1,9.615114212E0,1.119289324E-1,9.628776542E0
4.358205697E0,5.291185975E-1,9.595960617E0,1.071405262E-1,9.611134467E0
4.363173510E0,5.578489900E-1,9.581595421E0,1.071405262E-1,9.598418901E0
4.368141322E0,5.770025849E-1,9.562441826E0,1.023521200E-1,9.580381079E0
4.373109135E0,5.961562395E-1,9.548076630E0,1.119289324E-1,9.567324478E0
4.378076947E0,6.105214357E-1,9.528923035E0,1.167173311E-1,9.549174496E0
4.383044760E0,6.248866320E-1,9.538499832E0,1.071405262E-1,9.559547136E0
4.388012572E0,6.296750307E-1,9.514557838E0,1.023521200E-1,9.535920378E0
4.392980385E0,6.296750307E-1,9.528923035E0,1.071405262E-1,9.550305960E0
4.397948197E0,6.248866320E-1,9.533711433E0,1.119289324E-1,9.554824179E0
4.402916010E0,6.153098345E-1,9.538499832E0,1.119289324E-1,9.558980768E0
4.407883822E0,5.961562395E-1,9.538499832E0,1.023521200E-1,9.557659612E0
4.412851635E0,5.865794420E-1,9.538499832E0,1.071405262E-1,9.557119523E0
4.417819447E0,5.482721925E-1,9.552865028E0,1.119289324E-1,9.569240343E0
4.422787260E0,5.291185975E-1,9.576807022E0,1.167173311E-1,9.592122923E0
4.427755072E0,4.908113480E-1,9.591172218E0,1.071405262E-1,9.604319830E0
4.432722885E0,4.477157295E-1,9.605537415E0,1.310825497E-1,9.616859208E0
4.437690697E0,4.189853072E-1,9.639056206E0,1.262941360E-1,9.648984580E0
4.442658510E0,3.663128614E-1,9.662998199E0,1.358709484E-1,9.670893456E0
4.447626322E0,3.280056417E-1,9.691728592E0,1.262941360E-1,9.698099866E0
4.452594135E0,2.753331959E-1,9.706093788E0,1.310825497E-1,9.710882948E0
4.457561947E0,2.370259613E-1,9.734824181E0,1.215057373E-1,9.738467373E0
4.462529760E0,1.747767180E-1,9.758766174E0,1.406593472E-1,9.761344641E0
4.467497572E0,1.221042871E-1,9.773131371E0,1.358709484E-1,9.774838472E0
4.472465385E0,5.506663769E-2,9.797073364E0,1.358709484E-1,9.798170225E0
4.477433197E0,1.197100803E-2,9.825803757E0,1.358709484E-1,9.826750413E0
4.482401010E0,-3.591302410E-2,9.844957352E0,1.310825497E-1,9.845895472E0
4.487368822E0,-1.029506698E-1,9.840168953E0,1.454477459E-1,9.841782304E0
4.492336635E0,-1.460463107E-1,9.868899345E0,1.406593472E-1,9.870982163E0
4.497304447E0,-2.035071403E-1,9.878476143E0,1.502361596E-1,9.881714273E0
4.502272260E0,-2.466027737E-1,9.883264542E0,1.502361596E-1,9.887482077E0
4.507240072E0,-2.896983922E-1,9.902418137E0,1.454477459E-1,9.907722501E0
4.512207885E0,-3.423708379E-1,9.907206535E0,1.454477459E-1,9.914187519E0
4.517175697E0,-3.711012602E-1,9.911994934E0,1.406593472E-1,9.919936732E0
4.522143510E0,-4.094084799E-1,9.921571732E0,1.454477459E-1,9.931080303E0
4.527111322E0,-4.477157295E-1,9.921571732E0,1.454477459E-1,9.932733262E0
4.532079135E0,-4.812345505E-1,9.931148529E0,1.454477459E-1,9.943865086E0
4.537046947E0,-5.051765442E-1,9.926360130E0,1.406593472E-1,9.940201901E0
4.542014760E0,-5.291185975E-1,9.931148529E0,1.502361596E-1,9.946368609E0
4.546982572E0,-5.530605912E-1,9.940725327E0,1.502361596E-1,9.957231891E0
4.551950385E0,-5.626373887E-1,9.926360130E0,1.502361596E-1,9.943427838E0
4.556918145E0,-5.578489900E-1,9.935936928E0,1.598129570E-1,9.952867843E0
4.561885906E0,-5.722141862E-1,9.935936928E0,1.598129570E-1,9.953683333E0
4.566853666E0,-5.674257874E-1,9.931148529E0,1.454477459E-1,9.948408826E0
4.571821426E0,-5.578489900E-1,9.935936928E0,1.502361596E-1,9.952718675E0
4.576789187E0,-5.530605912E-1,9.935936928E0,1.550245583E-1,9.952524869E0
4.581756947E0,-5.339069963E-1,9.935936928E0,1.550245583E-1,9.951478881E0
4.586724708E0,-5.147533417E-1,9.940725327E0,1.550245583E-1,9.955251058E0
4.591692468E0,-4.908113480E-1,9.940725327E0,1.550245583E-1,9.954041813E0
4.596660228E0,-4.525041282E-1,9.940725327E0,1.550245583E-1,9.952226516E0
4.601627989E0,-4.237737060E-1,9.931148529E0,1.550245583E-1,9.941394664E0
4.606595749E0,-3.950432837E-1,9.935936928E0,1.454477459E-1,9.944850772E0
4.611563510E0,-3.567360640E-1,9.926360130E0,1.454477459E-1,9.933833153E0
4.616531270E0,-3.040636182E-1,9.921571732E0,1.550245583E-1,9.927440401E0
4.621499031E0,-2.561795712E-1,9.907206535E0,1.550245583E-1,9.911730521E0
4.626466791E0,-2.130839527E-1,9.902418137E0,1.502361596E-1,9.905849818E0
4.631434551E0,-1.508347094E-1,9.892841339E0,1.502361596E-1,9.895131721E0
4.636402312E0,-1.077390760E-1,9.878476143E0,1.550245583E-1,9.880279916E0
4.641370072E0,-4.070143029E-2,9.864110947E0,1.550245583E-1,9.865413017E0
4.646337833E0,7.182605099E-3,9.849745750E0,1.646013707E-1,9.851123619E0
4.651305593E0,5.985504389E-2,9.840168953E0,1.646013707E-1,9.841727555E0
4.656273353E0,1.173158810E-1,9.821015358E0,1.598129570E-1,9.823016128E0
4.661241114E0,1.747767180E-1,9.801861763E0,1.693897694E-1,9.804883162E0
4.666208874E0,2.226607651E-1,9.782708168E0,1.598129570E-1,9.786546740E0
4.671176635E0,2.801215947E-1,9.768342972E0,1.741781682E-1,9.773910709E0
4.676144395E0,3.375824392E-1,9.749189377E0,1.646013707E-1,9.756420912E0
4.681112156E0,3.806780577E-1,9.730035782E0,1.693897694E-1,9.738952972E0
4.686079916E0,4.285621047E-1,9.710882187E0,1.741781682E-1,9.721894690E0
4.691047676E0,4.525041282E-1,9.691728592E0,1.741781682E-1,9.703849809E0
4.696015437E0,5.051765442E-1,9.667786598E0,1.789665818E-1,9.682630329E0
4.700983197E0,5.339069963E-1,9.658209801E0,1.837549806E-1,9.674700984E0
4.705950958E0,5.722141862E-1,9.634267807E0,1.789665818E-1,9.652904966E0
4.710918718E0,6.105214357E-1,9.639056206E0,1.789665818E-1,9.660029503E0
4.715886478E0,6.153098345E-1,9.619902611E0,1.885433793E-1,9.641404516E0
4.720854239E0,6.392518282E-1,9.605537415E0,1.885433793E-1,9.628631290E0
4.725821999E0,6.440402865E-1,9.600749016E0,2.029085904E-1,9.624465775E0
4.730789760E0,6.584054828E-1,9.600749016E0,1.885433793E-1,9.625145612E0
4.735757520E0,6.488286853E-1,9.595960617E0,2.029085904E-1,9.620010952E0
4.740725281E0,6.488286853E-1,9.605537415E0,1.933317930E-1,9.629366795E0
4.745693041E0,6.488286853E-1,9.619902611E0,2.029085904E-1,9.643893239E0
4.750660801E0,6.392518282E-1,9.615114212E0,2.029085904E-1,9.638476856E0
4.755628562E0,6.105214357E-1,9.634267807E0,2.076970041E-1,9.655826772E0
4.760596322E0,5.913678408E-1,9.643844604E0,2.029085904E-1,9.664089537E0
4.765564083E0,5.626373887E-1,9.662998199E0,2.029085904E-1,9.681490946E0
4.770531843E0,5.386953950E-1,9.686940193E0,2.124854028E-1,9.704233771E0
4.775499603E0,5.051765442E-1,9.706093788E0,2.029085904E-1,9.721349282E0
4.780467364E0,4.716577232E-1,9.730035782E0,1.981201917E-1,9.743475198E0
4.785435124E0,4.237737060E-1,9.753977776E0,1.981201917E-1,9.765189103E0
4.790402885E0,3.806780577E-1,9.787496567E0,1.981201917E-1,9.796900349E0
4.795370645E0,3.327940404E-1,9.797073364E0,1.981201917E-1,9.804725901E0
4.800338406E0,2.801215947E-1,9.825803757E0,1.933317930E-1,9.831696942E0
4.805306166E0,2.226607651E-1,9.854534149E0,2.029085904E-1,9.859137539E0
4.810273926E0,1.795651317E-1,9.878476143E0,1.933317930E-1,9.881999379E0
4.815241687E0,1.268926859E-1,9.897629738E0,1.789665818E-1,9.900060869E0
4.820209447E0,7.422025502E-2,9.916783333E0,1.885433793E-1,9.918853206E0
4.825177260E0,1.675941236E-2,9.945513725E0,1.885433793E-1,9.947314851E0
4.830145072E0,-3.591302410E-2,9.964667320E0,1.789665818E-1,9.966339026E0
4.835112885E0,-8.379705995E-2,9.979032516E0,1.789665818E-1,9.980988977E0
4.840080697E0,-1.412578970E-1,9.983820915E0,1.646013707E-1,9.986176820E0
4.845048510E0,-1.939303428E-1,9.998186111E0,1.598129570E-1,1.000134364E1
4.850016322E0,-2.322375625E-1,1.002212811E1,1.550245583E-1,1.002601709E1
4.854984135E0,-2.753331959E-1,1.001733971E1,1.550245583E-1,1.002232188E1
4.859951947E0,-3.280056417E-1,1.001733971E1,1.310825497E-1,1.002356549E1
4.864919760E0,-3.567360640E-1,1.001733971E1,1.358709484E-1,1.002461053E1
4.869887572E0,-3.950432837E-1,1.002691650E1,1.310825497E-1,1.003555162E1
4.874855385E0,-4.237737060E-1,1.002691650E1,1.358709484E-1,1.003678732E1
4.879823197E0,-4.477157295E-1,1.003170490E1,1.358709484E-1,1.004260990E1
4.884791010E0,-4.668693244E-1,1.002691650E1,1.358709484E-1,1.003869924E1
4.889758822E0,-4.860229492E-1,1.003649330E1,1.310825497E-1,1.004910935E1
4.894726635E0,-4.955997467E-1,1.003170490E1,1.262941360E-1,1.004473357E1
4.899694447E0,-5.003881454E-1,1.002212811E1,1.167173311E-1,1.003529088E1
4.904662260E0,-5.147533417E-1,1.003649330E1,1.215057373E-1,1.005041952E1
4.909630072E0,-5.051765442E-1,1.002212811E1,1.167173311E-1,1.003553078E1
4.914597885E0,-5.003881454E-1,1.002691650E1,1.167173311E-1,1.004007300E1
4.919565697E0,-4.812345505E-1,1.003170490E1,1.167173311E-1,1.004391920E1
4.924533510E0,-4.764461517E-1,1.001255131E1,1.215057373E-1,1.002461711E1
4.929501322E0,-4.620809257E-1,1.001255131E1,1.262941360E-1,1.002400382E1
4.934469135E0,-4.237737060E-1,1.000776291E1,1.215057373E-1,1.001746806E1
4.939436947E0,-3.950432837E-1,1.000297451E1,1.454477459E-1,1.001182867E1
4.944404760E0,-3.567360640E-1,1.000776291E1,1.358709484E-1,1.001504069E1
4.949372572E0,-3.184288144E-1,9.993397713E0,1.310825497E-1,9.999328847E0
4.954340385E0,-2.801215947E-1,9.983820915E0,1.310825497E-1,9.988610054E0
4.959308197E0,-2.274491638E-1,9.974244118E0,1.502361596E-1,9.977968217E0
4.964276010E0,-1.891419291E-1,9.964667320E0,1.550245583E-1,9.967667836E0
4.969243822E0,-1.364694983E-1,9.950302124E0,1.693897694E-1,9.952679497E0
4.974211635E0,-8.379705995E-2,9.940725327E0,1.693897694E-1,9.942521554E0
4.979179447E0,-2.154781483E-2,9.931148529E0,1.741781682E-1,9.932699203E0
4.984147260E0,2.154781483E-2,9.907206535E0,1.741781682E-1,9.908760956E0
4.989115072E0,7.422025502E-2,9.897629738E0,1.837549806E-1,9.899613577E0
4.994082885E0,1.364694983E-1,9.873687744E0,1.885433793E-1,9.876430641E0
4.999050697E0,1.843535304E-1,9.849745750E0,1.933317930E-1,9.853367686E0
5.004018510E0,2.466027737E-1,9.835380554E0,1.981201917E-1,9.840466208E0
5.008986322E0,3.040636182E-1,9.811438560E0,2.076970041E-1,9.818346060E0
5.013954135E0,3.519476354E-1,9.801861763E0,2.172738016E-1,9.810584542E0
5.018921947E0,3.998316824E-1,9.777919769E0,2.268506140E-1,9.788720120E0
5.023889760E0,4.572925270E-1,9.744400978E0,2.316390127E-1,9.757874948E0
5.028857572E0,4.955997467E-1,9.725247383E0,2.316390127E-1,9.740621767E0
5.033825385E0,5.339069963E-1,9.715670586E0,2.412158251E-1,9.733318894E0
5.038793197E0,5.817909837E-1,9.686940193E0,2.507926226E-1,9.707635551E0
5.043761010E0,6.153098345E-1,9.658209801E0,2.603694201E-1,9.681292010E0
5.048728822E0,6.392518282E-1,9.648633003E0,2.507926226E-1,9.673037717E0
5.053696635E0,6.631938815E-1,9.624691010E0,2.651578486E-1,9.651155985E0
5.058664395E0,6.823474765E-1,9.610325813E0,2.651578486E-1,9.638167305E0
5.063632156E0,7.110779285E-1,9.600749016E0,2.699462473E-1,9.630829895E0
5.068599916E0,7.062895298E-1,9.605537415E0,2.795230448E-1,9.635524223E0
5.073567676E0,7.206547260E-1,9.595960617E0,2.603694201E-1,9.626504850E0
5.078535437E0,7.302315235E-1,9.581595421E0,2.747346461E-1,9.613307860E0
5.083503197E0,7.206547260E-1,9.576807022E0,2.699462473E-1,9.607676459E0
5.088470958E0,7.062895298E-1,9.581595421E0,2.747346461E-1,9.611518862E0
5.093438718E0,6.919242740E-1,9.600749016E0,2.699462473E-1,9.629434658E0
5.098406478E0,6.679822803E-1,9.600749016E0,2.795230448E-1,9.628017196E0
5.103374239E0,6.488286853E-1,9.619902611E0,2.699462473E-1,9.645536578E0
5.108341999E0,6.200982332E-1,9.629479408E0,2.699462473E-1,9.653199805E0
5.113309760E0,6.009446383E-1,9.648633003E0,2.651578486E-1,9.670964894E0
5.118277520E0,5.674257874E-1,9.677363396E0,2.651578486E-1,9.697610170E0
5.123245281E0,5.243301988E-1,9.696516991E0,2.507926226E-1,9.713920982E0
5.128213041E0,4.764461517E-1,9.710882187E0,2.412158251E-1,9.725554938E0
5.133180801E0,4.477157295E-1,9.739612579E0,2.460042238E-1,9.753000597E0
5.138148562E0,3.902548850E-1,9.753977776E0,2.364274114E-1,9.764644348E0
5.143116322E0,3.423708379E-1,9.787496567E0,2.220622003E-1,9.796000125E0
5.148084083E0,2.944868207E-1,9.801861763E0,2.124854028E-1,9.808586369E0
5.153051843E0,2.274491638E-1,9.816226959E0,1.981201917E-1,9.820860270E0
5.158019603E0,1.795651317E-1,9.844957352E0,1.885433793E-1,9.848399743E0
5.162987364E0,1.316810995E-1,9.854534149E0,1.789665818E-1,9.857038716E0
5.167955124E0,7.422025502E-2,9.868899345E0,1.693897694E-1,9.870631987E0
5.172922885E0,2.633621916E-2,9.878476143E0,1.550245583E-1,9.879727583E0
5.177890645E0,-2.633621916E-2,9.888052940E0,1.454477459E-1,9.889157679E0
5.182858406E0,-7.900865376E-2,9.902418137E0,1.358709484E-1,9.903665394E0
5.187826166E0,-1.173158810E-1,9.907206535E0,1.310825497E-1,9.908768187E0
5.192793926E0,-1.651999205E-1,9.907206535E0,1.167173311E-1,9.909271178E0
5.197761687E0,-2.082955539E-1,9.916783333E0,9.756372124E-2,9.919450458E0
5.202729447E0,-2.466027737E-1,9.911994934E0,9.756372124E-2,9.915542102E0
5.207697208E0,-2.801215947E-1,9.907206535E0,9.277531505E-2,9.911600108E0
5.212664968E0,-3.136404157E-1,9.926360130E0,8.319851011E-2,9.931662385E0
5.217632728E0,-3.423708379E-1,9.907206535E0,6.883329898E-2,9.913359529E0
5.222600489E0,-3.663128614E-1,9.916783333E0,7.362170517E-2,9.923819675E0
5.227568249E0,-3.854664862E-1,9.916783333E0,7.362170517E-2,9.924545140E0
5.232536010E0,-3.950432837E-1,9.916783333E0,6.883329898E-2,9.924887349E0
5.237503770E0,-4.094084799E-1,9.907206535E0,5.925649032E-2,9.915839247E0
5.242471531E0,-4.094084799E-1,9.916783333E0,5.925649032E-2,9.925407715E0
5.247439291E0,-4.094084799E-1,9.907206535E0,5.925649032E-2,9.915839247E0
5.252407051E0,-4.094084799E-1,9.907206535E0,6.404489279E-2,9.915869018E0
5.257374812E0,-3.998316824E-1,9.902418137E0,5.925649032E-2,9.910664037E0
5.262342572E0,-3.902548850E-1,9.897629738E0,6.404489279E-2,9.905527500E0
5.267310333E0,-3.806780577E-1,9.897629738E0,6.883329898E-2,9.905186936E0
5.272278093E0,-3.711012602E-1,9.897629738E0,7.362170517E-2,9.904857936E0
5.277245853E0,-3.280056417E-1,9.878476143E0,7.362170517E-2,9.884194391E0
5.282213614E0,-2.992752194E-1,9.883264542E0,8.319851011E-2,9.888144702E0
5.287181374E0,-2.705447972E-1,9.873687744E0,8.798690885E-2,9.877785473E0
5.292149135E0,-2.322375625E-1,9.868899345E0,1.023521200E-1,9.872162100E0
5.297116895E0,-1.939303428E-1,9.859322548E0,1.119289324E-1,9.861864842E0
5.302084708E0,-1.460463107E-1,9.859322548E0,1.215057373E-1,9.861152786E0
5.307052520E0,-9.816227108E-2,9.849745750E0,1.310825497E-1,9.851107035E0
5.312020333E0,-5.985504389E-2,9.830592155E0,1.358709484E-1,9.831713262E0
5.316988145E0,2.394201700E-3,9.811438560E0,1.502361596E-1,9.812589019E0
5.321955958E0,4.548983276E-2,9.792284966E0,1.598129570E-1,9.793694622E0
5.326923770E0,1.029506698E-1,9.773131371E0,1.789665818E-1,9.775311998E0
5.331891583E0,1.556231081E-1,9.763554573E0,1.789665818E-1,9.766434636E0
5.336859395E0,1.939303428E-1,9.753977776E0,2.029085904E-1,9.758015337E0
5.341827208E0,2.609679997E-1,9.720458984E0,2.172738016E-1,9.726388593E0
5.346795020E0,3.184288144E-1,9.715670586E0,2.268506140E-1,9.723533979E0
5.351762833E0,3.663128614E-1,9.691728592E0,2.316390127E-1,9.701414580E0
5.356730645E0,4.094084799E-1,9.672574997E0,2.412158251E-1,9.684240159E0
5.361698458E0,4.572925270E-1,9.653421402E0,2.460042238E-1,9.667377064E0
5.366666270E0,5.099649429E-1,9.629479408E0,2.699462473E-1,9.646751209E0
5.371634083E0,5.530605912E-1,9.605537415E0,2.795230448E-1,9.625505606E0
5.376601895E0,5.817909837E-1,9.586383820E0,2.747346461E-1,9.607950594E0
5.381569708E0,6.200982332E-1,9.572018623E0,2.986766696E-1,9.596732261E0
5.386537520E0,6.488286853E-1,9.557653427E0,2.890998423E-1,9.584012542E0
5.391505333E0,6.727706790E-1,9.533711433E0,3.034650683E-1,9.562236408E0
5.396473145E0,6.919242740E-1,9.509769440E0,3.034650683E-1,9.539736110E0
5.401440958E0,7.110779285E-1,9.504981041E0,3.082534671E-1,9.536525395E0
5.406408770E0,7.302315235E-1,9.490615845E0,3.130418658E-1,9.523813438E0
5.411376583E0,7.254431248E-1,9.485827446E0,3.178302646E-1,9.518834285E0
5.416344395E0,7.398083210E-1,9.481039047E0,3.130418658E-1,9.515009878E0
5.421312208E0,7.445967197E-1,9.481039047E0,3.226186931E-1,9.515703259E0
5.426280020E0,7.398083210E-1,9.476250648E0,3.178302646E-1,9.510397404E0
5.431247833E0,7.158663273E-1,9.500192642E0,3.226186931E-1,9.532586620E0
5.436215645E0,7.062895298E-1,9.495404243E0,3.178302646E-1,9.526938791E0
5.441183458E0,6.823474765E-1,9.504981041E0,3.178302646E-1,9.534740623E0
5.446151270E0,6.679822803E-1,9.528923035E0,3.082534671E-1,9.557279672E0
5.451119083E0,6.344634295E-1,9.528923035E0,3.034650683E-1,9.554842180E0
5.456086895E0,6.057330370E-1,9.557653427E0,2.986766696E-1,9.581485234E0
5.461054708E0,5.674257874E-1,9.581595421E0,3.034650683E-1,9.603178322E0
5.466022520E0,5.339069963E-1,9.610325813E0,2.795230448E-1,9.629203085E0
5.470990333E0,4.908113480E-1,9.624691010E0,2.795230448E-1,9.641250227E0
5.475958145E0,4.525041282E-1,9.648633003E0,2.699462473E-1,9.663009355E0
5.480925958E0,4.046200812E-1,9.672574997E0,2.651578486E-1,9.684664845E0
